證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
1220,台榮,53452,26,577230,10.80,10.85,10.75,10.85,+,0.05,10.75,21,10.85,9,27.82,
1225,福懋油,63465,64,3674235,57.10,58.80,57.10,58.70,+,0.8,58.50,4,58.80,13,51.04,
1227,佳格,712042,499,41888978,58.90,59.10,58.50,59.10,+,0.1,59.00,2,59.10,18,17.91,
1229,聯華,1505363,905,59118846,38.95,39.45,38.95,39.30,+,0.35,39.25,16,39.30,145,13.79,
1231,聯華食,133899,117,6198249,46.35,46.50,46.10,46.20,-,0.15,46.15,10,46.20,11,14.86,
1232,大統益,39874,63,4800187,120.00,121.00,120.00,121.00,+,1.0,120.50,10,121.00,1,19.24,
1233,天仁,11000,8,423500,38.50,38.50,38.50,38.50,,0.0,38.50,10,38.65,1,19.35,
1234,黑松,58642,43,1867576,31.90,32.00,31.80,31.90,,0.0,31.90,2,31.95,10,17.24,
1235,興泰,4736,7,134527,28.55,28.55,28.30,28.30,-,0.3,28.20,4,28.50,2,39.86,
1236,宏亞,56780,21,766766,13.50,13.55,13.50,13.55,+,0.1,13.50,4,13.60,62,0.00,
1256,鮮活果汁-KY,138563,137,30332797,223.50,223.50,217.00,217.00,-,5.0,217.00,18,218.50,1,14.29,
1262,綠悅-KY,360200,167,14155050,39.30,39.35,39.25,39.30,+,0.05,39.30,5,39.35,64,0.00,
1301,台塑,4107177,"2,049",413892194,101.00,101.00,100.50,101.00,-,0.5,100.50,"1,093",101.00,799,14.03,
1303,南亞,6953037,"2,820",496316235,71.50,71.80,71.20,71.70,+,0.1,71.50,1,71.70,166,12.83,
1304,台聚,931680,308,11082674,11.85,12.00,11.75,11.95,+,0.15,11.95,1,12.00,130,23.43,
1305,華夏,2098642,935,46047274,22.25,22.25,21.80,21.90,-,0.25,21.90,31,21.95,2,12.10,
1307,三芳,90240,60,2117426,23.50,23.50,23.45,23.45,-,0.05,23.40,10,23.60,1,30.86,
1308,亞聚,3980583,"1,266",58165865,14.25,15.00,14.20,15.00,+,0.75,14.95,12,15.00,188,24.59,
1309,台達化,584624,190,5991243,10.25,10.30,10.20,10.25,-,0.05,10.25,11,10.30,56,15.77,
1310,台苯,1000052,490,24405959,24.35,24.50,24.35,24.40,,0.0,24.40,58,24.45,28,11.14,
1312,國喬,4421308,"1,280",90754124,20.65,20.65,20.45,20.55,-,0.1,20.55,413,20.60,26,7.39,
1312A,國喬特,0,0,0,--,--,--,--,,0.0,33.15,1,33.80,5,0.00,
1313,聯成,528687,211,5838787,11.05,11.10,11.00,11.05,,0.0,11.05,81,11.10,165,78.93,
1314,中石化,5456844,"1,365",56977051,10.40,10.50,10.40,10.40,-,0.05,10.40,"2,894",10.45,656,8.06,
1315,達新,27843,18,861128,31.05,31.05,30.80,30.95,-,0.1,30.90,2,31.10,6,24.37,
1316,上曜,1048878,352,16496577,15.75,15.80,15.70,15.70,,0.0,15.65,67,15.70,9,0.00,
1319,東陽,1383561,957,63641608,45.50,46.40,44.95,46.15,+,0.65,46.15,2,46.20,9,14.16,
1321,大洋,59000,33,1644950,28.00,28.00,27.80,27.95,+,0.1,27.85,5,27.95,12,0.00,
1323,永裕,90609,49,3048571,33.65,33.80,33.50,33.70,+,0.05,33.65,6,33.70,6,10.15,
1324,地球,47020,42,508400,10.80,10.85,10.75,10.85,,0.0,10.80,4,10.85,92,271.25,
1325,恆大,21030,14,332074,15.80,15.80,15.75,15.80,-,0.05,15.75,18,15.80,5,21.35,
1326,台化,6088342,"2,627",584585793,96.30,96.30,95.90,96.00,-,0.1,96.00,659,96.10,125,12.63,
1337,再生-KY,354703,178,2170898,6.13,6.14,6.10,6.13,,0.0,6.13,4,6.14,38,0.00,
1338,廣華-KY,142007,116,9688290,68.80,68.80,68.00,68.30,-,0.5,68.20,1,68.40,3,12.56,
1339,昭輝,43000,28,1563750,36.45,36.45,36.25,36.35,-,0.1,36.30,8,36.40,1,7.48,
1340,勝悅-KY,141500,90,2695450,19.20,19.20,18.95,19.15,-,0.05,19.00,22,19.10,1,112.65,
1341,富林-KY,10000,10,547200,54.30,55.40,54.10,55.40,,0.0,54.40,1,55.40,3,18.16,
1402,遠東新,7735668,"4,253",233190961,30.30,30.40,30.05,30.15,-,0.1,30.15,19,30.20,26,13.96,
1409,新纖,1461677,699,19187304,13.05,13.20,13.00,13.15,,0.0,13.15,19,13.20,137,8.27,
1410,南染,34571,25,903419,25.90,26.25,25.90,26.25,+,0.5,26.10,1,26.20,3,18.88,
1413,宏洲,152733,53,1851767,12.10,12.20,12.10,12.20,-,0.05,12.15,2,12.20,8,7.05,
1414,東和,105678,43,722257,6.85,6.87,6.81,6.81,,0.0,6.81,5,6.84,1,68.10,
1416,廣豐,61092,37,957534,15.65,15.75,15.65,15.70,+,0.05,15.60,23,15.70,15,15.86,
1417,嘉裕,1949501,458,12205005,6.13,6.42,6.09,6.40,+,0.27,6.39,24,6.40,61,0.00,
1418,東華,30175,14,239224,7.93,7.93,7.93,7.93,+,0.72,7.60,1,--,0,0.00,
1419,新紡,14101,9,581760,40.50,41.60,40.50,41.45,+,0.55,40.80,1,41.50,8,37.01,
1423,利華,58853,19,604000,10.20,10.30,10.20,10.30,+,0.05,10.20,33,10.30,7,14.93,
1432,大魯閣,80824,44,600672,7.43,7.51,7.39,7.48,-,0.02,7.40,2,7.48,23,0.00,
1434,福懋,1057651,535,37700553,35.60,35.85,35.55,35.60,,0.0,35.60,75,35.65,82,12.28,
1435,中福,73003,21,394555,5.37,5.45,5.36,5.45,-,0.01,5.45,3,5.46,4,136.25,
1436,華友聯,10050,7,421495,42.00,42.00,41.80,41.90,-,0.1,41.90,1,42.00,2,11.03,
1437,勤益控,543104,222,12515650,22.85,23.30,22.75,23.20,+,0.4,23.20,5,23.25,1,16.00,
1438,裕豐,50044,13,598173,11.90,12.00,11.90,12.00,+,0.15,12.00,10,12.05,7,0.00,
1439,中和,65757,38,2047640,31.05,31.25,31.05,31.15,+,0.05,31.10,21,31.20,6,0.00,
1440,南紡,329780,196,4057490,12.30,12.35,12.25,12.30,-,0.05,12.30,6,12.35,61,21.96,
1441,大東,648618,384,9786478,14.95,15.45,14.80,15.05,+,0.25,15.05,4,15.10,6,1.30,
1442,名軒,88154,51,1446967,16.40,16.50,16.35,16.45,+,0.05,16.40,1,16.45,1,149.55,
1443,立益,300033,101,2827353,9.29,9.54,9.29,9.48,+,0.18,9.43,2,9.50,14,0.00,
1444,力麗,1027748,406,9564012,9.33,9.33,9.28,9.30,-,0.04,9.30,33,9.32,40,17.22,
1445,大宇,20000,11,149820,7.51,7.54,7.46,7.49,+,0.02,7.46,2,7.49,3,0.00,
1446,宏和,231000,176,7252550,31.80,31.80,31.15,31.25,-,0.55,31.25,4,31.50,2,0.00,
1447,力鵬,246079,106,1778826,7.23,7.27,7.21,7.24,-,0.01,7.23,1,7.24,7,19.57,
1449,佳和,22744,16,111063,4.85,5.00,4.85,5.00,+,0.08,4.98,2,4.99,5,20.83,
1451,年興,224085,143,5764528,25.90,25.90,25.65,25.70,-,0.2,25.65,23,25.70,5,10.36,
1452,宏益,104494,73,1980536,18.95,19.00,18.90,19.00,+,0.05,18.95,33,19.00,20,12.93,
1453,大將,18150,11,163210,9.00,9.00,8.98,8.98,-,0.02,8.98,1,9.03,1,0.00,
1454,台富,35216,11,279127,7.94,7.99,7.90,7.92,+,0.02,7.91,10,7.98,4,36.00,
1455,集盛,796970,274,7094970,8.94,8.94,8.88,8.89,-,0.05,8.88,63,8.89,14,0.00,
1456,怡華,7011,4,61065,8.69,8.76,8.69,8.76,+,0.05,8.71,5,8.85,1,58.40,
1457,宜進,471316,122,6537672,13.95,13.95,13.80,13.95,+,0.05,13.90,7,13.95,34,8.56,
1459,聯發,33025,41,252025,7.65,7.65,7.62,7.64,,0.0,7.63,3,7.64,10,0.00,
1460,宏遠,309755,129,3560142,11.45,11.60,11.40,11.50,+,0.05,11.50,15,11.55,4,42.59,
1463,強盛,99000,51,1415400,14.30,14.35,14.25,14.35,+,0.05,14.35,25,14.40,5,11.48,
1464,得力,567665,268,13867522,24.60,24.60,24.35,24.40,-,0.25,24.40,34,24.50,27,24.40,
1465,偉全,34000,18,495400,14.60,14.60,14.50,14.60,,0.0,14.60,1,14.65,1,3.92,
1466,聚隆,5050,4,43732,8.66,8.66,8.66,8.66,,0.0,8.67,3,8.75,2,0.00,
1467,南緯,140101,48,1323689,9.52,9.52,9.43,9.44,-,0.02,9.44,11,9.46,9,41.04,
1468,昶和,15000,8,150250,10.00,10.05,10.00,10.05,+,0.05,9.87,1,10.05,3,22.33,
1470,大統新創,0,0,0,--,--,--,--,,0.0,21.30,10,22.60,1,29.18,
1471,首利,151512,65,641647,4.22,4.26,4.22,4.22,-,0.03,4.22,3,4.25,2,0.00,
1472,三洋紡,50711,20,1655347,32.25,33.30,32.25,33.30,+,0.15,32.40,10,33.20,1,0.00,
1473,台南,371340,204,9640571,26.20,26.20,25.75,25.80,-,0.4,25.80,5,25.95,17,16.54,
1474,弘裕,95000,50,944530,9.95,9.95,9.93,9.95,,0.0,9.94,5,9.96,16,17.77,
1475,本盟,0,0,0,--,--,--,--,,0.0,5.16,2,5.68,1,0.00,
1476,儒鴻,343241,335,140457946,411.50,412.00,406.00,407.00,-,4.5,407.00,14,409.00,1,25.44,
1477,聚陽,1859013,"1,514",346244448,188.50,189.00,185.00,185.50,-,3.0,185.50,131,186.00,11,23.22,
1503,士電,396008,197,18443621,46.55,46.75,46.35,46.55,-,0.1,46.50,18,46.55,37,15.02,
1504,東元,6092678,"1,969",145200544,24.25,24.25,23.60,23.70,-,0.5,23.70,141,23.75,58,14.19,
1506,正道,29115,12,464577,16.05,16.05,15.85,15.95,-,0.25,15.85,1,15.95,2,0.00,
1507,永大,92717,75,6063349,65.10,66.40,64.00,66.40,+,0.4,64.80,3,66.40,3,60.36,
1512,瑞利,111043,33,658582,5.99,6.00,5.85,5.99,+,0.05,5.85,1,6.00,10,0.00,
1513,中興電,601906,201,12654126,21.10,21.15,20.95,21.00,-,0.1,20.95,94,21.00,20,15.00,
1514,亞力,1286799,557,23469470,18.25,18.50,18.05,18.45,+,0.1,18.45,11,18.50,63,15.91,
1515,力山,1976360,"1,449",176918621,87.90,90.70,87.80,88.90,+,0.7,88.80,20,88.90,19,13.31,
1516,川飛,2506,6,39242,15.75,15.75,15.75,15.75,,0.0,15.60,1,15.80,2,40.38,
1517,利奇,178001,77,1715449,9.66,9.67,9.62,9.63,-,0.03,9.63,17,9.66,4,15.53,
1519,華城,1036300,512,28719920,27.50,28.05,27.40,27.60,+,0.2,27.55,31,27.60,1,26.29,
1521,大億,16000,16,975500,61.60,61.60,60.80,61.00,-,0.1,61.10,1,61.40,1,13.80,
1522,堤維西,2275763,"1,009",63818427,27.50,28.40,27.50,28.30,+,0.6,28.25,12,28.30,14,15.22,
1524,耿鼎,265221,89,2606391,9.88,9.89,9.80,9.87,-,0.03,9.82,21,9.87,7,8.66,
1525,江申,106106,87,6447023,61.00,61.00,60.40,61.00,+,0.4,60.80,3,61.00,5,9.87,
1526,日馳,384019,270,12017441,31.00,31.65,31.00,31.40,+,0.4,31.40,2,31.45,3,15.39,
1527,鑽全,473000,310,27799000,58.70,59.10,58.60,58.70,-,0.2,58.70,5,58.80,1,6.24,
1528,恩德,79029,51,730817,9.25,9.30,9.24,9.30,+,0.06,9.28,2,9.30,13,93.00,
1529,樂士,350192,225,5066064,15.00,15.00,14.10,14.15,-,1.1,14.10,5,14.15,13,22.46,
1530,亞崴,46450,31,1430087,30.75,30.85,30.75,30.80,+,0.05,30.75,11,30.80,23,8.93,
1531,高林股,84390,35,1323833,15.70,15.75,15.65,15.70,,0.0,15.70,4,15.75,6,20.13,
1532,勤美,166977,123,5503839,33.10,33.10,32.90,32.90,-,0.15,32.90,38,33.00,5,8.14,
1533,車王電,113231,92,4382991,39.00,39.00,38.45,38.55,,0.0,38.55,7,38.70,6,17.36,
1535,中宇,22000,16,715150,32.50,32.70,32.45,32.45,-,0.05,32.45,1,32.60,2,46.36,
1536,和大,1408408,904,156437398,111.00,112.50,108.50,112.50,+,0.5,112.00,15,112.50,52,24.94,
1537,廣隆,53010,48,8864180,167.50,167.50,167.00,167.00,-,0.5,167.00,23,167.50,30,13.13,
1538,正峰新,45499,28,236942,5.16,5.30,5.16,5.22,+,0.02,5.22,7,5.25,2,0.00,
1539,巨庭,34000,27,817400,24.00,24.15,24.00,24.00,,0.0,24.00,12,24.10,1,4.36,
1540,喬福,322000,190,6383550,19.80,19.90,19.70,19.85,+,0.1,19.85,6,19.90,12,9.41,
1541,錩泰,38515,28,1353549,35.10,35.45,35.05,35.30,+,0.3,35.15,1,35.30,6,23.22,
1558,伸興,56384,56,7611724,135.50,135.50,134.50,135.00,-,1.0,135.00,18,136.00,6,7.71,
1560,中砂,90100,66,5317900,59.20,59.20,58.80,59.20,,0.0,59.20,11,59.30,5,12.44,
1568,倉佑,89100,40,1761394,19.75,19.85,19.65,19.85,+,0.05,19.65,1,19.85,9,41.35,
1582,信錦,159749,115,12507096,78.40,78.50,78.10,78.20,-,0.1,78.20,5,78.30,10,9.97,
1583,程泰,1000,1,56400,56.40,56.40,56.40,56.40,,0.0,56.40,4,56.70,3,9.72,
1587,吉茂,6000,5,112150,18.75,18.75,18.60,18.70,-,0.05,18.60,41,18.70,43,23.67,
1589,永冠-KY,1618200,"1,145",101587919,62.40,63.60,61.60,61.60,-,0.8,61.60,28,62.00,2,0.00,
1590,亞德客-KY,2755165,"2,265",950365425,345.00,351.00,340.00,342.00,+,0.5,342.00,20,342.50,2,24.43,
1592,英瑞-KY,173388,144,3938574,22.70,23.20,22.50,22.55,-,0.35,22.55,1,22.60,1,0.00,
1598,岱宇,243500,143,11479650,47.20,47.35,46.95,47.00,-,0.25,47.00,11,47.05,1,15.82,
1604,聲寶,1019242,318,18654367,18.35,18.35,18.25,18.35,,0.0,18.30,45,18.35,26,10.31,
1605,華新,47523482,"12,253",688883480,13.85,14.75,13.80,14.75,+,0.9,14.70,274,14.75,"1,153",5.85,
1608,華榮,300170,187,2963030,9.89,9.90,9.85,9.87,-,0.02,9.87,1,9.88,2,0.00,
1609,大亞,2142785,628,23972337,11.05,11.25,11.05,11.25,+,0.15,11.20,3,11.25,214,20.09,
1611,中電,86683,47,818085,9.42,9.47,9.41,9.46,,0.0,9.46,29,9.47,54,33.79,
1612,宏泰,83001,19,817199,9.84,9.87,9.83,9.83,-,0.04,9.83,4,9.85,25,19.66,
1614,三洋電,77060,47,2146230,27.95,28.00,27.80,27.95,+,0.15,27.90,2,28.00,4,34.94,
1615,大山,120000,46,1949850,16.15,16.35,16.15,16.15,+,0.15,16.20,3,16.35,2,9.44,
1616,億泰,52228,20,234436,4.46,4.52,4.46,4.52,+,0.04,4.48,1,4.52,4,0.00,
1617,榮星,18000,9,237300,13.20,13.20,13.15,13.20,,0.0,13.15,18,13.20,9,9.23,
1618,合機,57090,21,468708,8.18,8.25,8.18,8.25,+,0.07,8.21,9,8.25,3,0.00,
1626,艾美特-KY,351068,128,9870922,28.30,28.35,28.00,28.30,+,0.3,28.30,3,28.35,7,41.01,
1701,中化,192016,128,3591497,18.65,18.75,18.65,18.70,+,0.05,18.70,39,18.75,28,16.12,
1702,南僑,227416,156,12174335,54.00,54.00,53.30,53.50,-,0.2,53.50,6,53.60,1,13.38,
1707,葡萄王,122834,121,24647968,201.00,201.00,200.50,200.50,,0.0,200.50,3,201.00,9,20.97,
1708,東鹼,480596,127,12630631,26.35,26.40,26.20,26.40,,0.0,26.30,2,26.40,9,17.25,
1709,和益,118347,46,1598383,13.50,13.55,13.50,13.50,-,0.05,13.50,21,13.55,44,19.57,
1710,東聯,2140139,978,51055470,23.75,24.05,23.65,23.95,+,0.2,23.95,45,24.00,205,15.55,
1711,永光,321117,159,5541557,17.30,17.35,17.20,17.30,,0.0,17.25,13,17.30,2,22.47,
1712,興農,508764,297,9555499,18.85,18.85,18.70,18.85,,0.0,18.85,74,18.90,25,10.13,
1713,國化,71000,18,1282050,18.10,18.15,18.00,18.10,,0.0,18.05,4,18.15,4,27.42,
1714,和桐,503429,190,3550852,7.04,7.08,7.04,7.08,+,0.03,7.07,30,7.08,6,25.29,
1717,長興,647139,215,17222682,26.55,26.70,26.45,26.60,+,0.05,26.60,1,26.65,26,16.12,
1718,中纖,2399916,475,22688981,9.44,9.48,9.44,9.48,+,0.03,9.46,31,9.48,35,15.80,
1720,生達,212700,131,7156604,33.65,33.75,33.55,33.65,-,0.05,33.60,5,33.65,18,15.72,
1721,三晃,151119,47,1404933,9.40,9.40,9.28,9.30,-,0.12,9.30,5,9.36,10,38.75,
1722,台肥,1660853,"1,065",80542315,48.70,48.70,48.30,48.50,-,0.2,48.50,17,48.60,21,19.72,
1723,中碳,141200,132,17925100,127.00,127.50,126.50,127.00,,0.0,126.50,32,127.50,17,18.73,
1724,台硝,60538,15,826343,13.65,13.65,13.65,13.65,+,0.05,13.60,16,13.65,10,17.50,
1725,元禎,38082,26,585411,15.40,15.45,15.35,15.35,-,0.05,15.35,1,15.45,2,12.90,
1726,永記,22000,13,1636500,74.20,74.50,74.20,74.30,+,0.1,74.20,6,74.50,1,17.12,
1727,中華化,5237,7,68031,13.00,13.00,12.95,12.95,,0.0,12.95,17,13.05,22,21.95,
1730,花仙子,141516,139,12475608,88.10,88.50,87.90,88.40,+,0.3,88.20,4,88.40,7,14.68,
1731,美吾華,128041,36,1690941,13.20,13.30,13.20,13.30,+,0.05,13.25,2,13.30,39,19.85,
1732,毛寶,17001,12,176410,10.35,10.45,10.35,10.45,+,0.05,10.40,1,10.45,6,43.54,
1733,五鼎,340005,251,10626506,31.25,31.40,31.10,31.10,-,0.15,31.10,43,31.25,2,31.10,
1734,杏輝,114071,77,2323295,20.40,20.40,20.35,20.40,,0.0,20.35,15,20.40,12,510.00,
1735,日勝化,15472,8,249028,16.10,16.10,16.10,16.10,,0.0,16.05,4,16.20,1,50.31,
1736,喬山,10507124,"7,233",850496960,77.50,82.70,77.50,80.00,+,4.0,80.00,74,80.10,1,39.60,
1737,臺鹽,294537,167,9885253,33.50,33.70,33.45,33.60,+,0.2,33.60,2,33.65,42,14.61,
1760,寶齡富錦,940134,687,89473124,94.60,96.30,94.00,95.90,+,1.4,95.60,5,95.90,17,38.06,
1762,中化生,2104560,"1,348",73207690,35.00,35.40,33.90,35.35,+,0.35,35.30,11,35.35,7,10.10,
1773,勝一,58000,43,4784400,83.00,83.00,82.20,82.70,-,0.3,82.50,2,82.80,1,13.67,
1776,展宇,1000,1,15850,15.85,15.85,15.85,15.85,,0.0,15.85,1,16.15,1,0.00,
1783,和康生,182001,134,4789426,26.40,26.50,26.20,26.20,-,0.2,26.20,3,26.30,2,32.75,
1786,科妍,474321,370,35082354,74.00,74.30,73.50,74.00,+,0.5,74.00,15,74.20,6,52.86,
1789,神隆,359476,225,9044966,25.05,25.30,25.00,25.20,+,0.05,25.15,8,25.25,3,51.43,
1802,台玻,568269,243,6953052,12.25,12.30,12.20,12.30,,0.0,12.25,181,12.30,40,0.00,
1805,寶徠,19000,8,184730,9.78,9.89,9.66,9.89,+,0.16,9.65,12,9.89,9,0.00,
1806,冠軍,89450,44,620704,6.98,6.98,6.91,6.97,,0.0,6.97,2,6.98,2,0.00,
1808,潤隆,181010,131,11474037,63.80,63.80,63.20,63.40,-,0.1,63.40,2,63.50,57,15.24,
1809,中釉,871367,381,10652444,12.10,12.30,12.10,12.25,+,0.15,12.20,139,12.30,102,"1,225.00",
1810,和成,235000,47,1804000,7.69,7.71,7.66,7.71,+,0.02,7.70,10,7.71,9,0.00,
1817,凱撒衛,73000,35,2864000,39.10,39.40,39.10,39.25,+,0.15,39.25,2,39.30,1,11.93,
1902,台紙,190069,89,3639711,19.20,19.20,19.05,19.05,-,0.1,19.05,3,19.10,18,25.07,
1903,士紙,19000,9,606800,31.85,32.05,31.85,31.95,+,0.1,31.85,6,32.00,11,0.00,
1904,正隆,1297379,717,24634681,19.10,19.10,18.90,19.00,,0.0,19.00,213,19.05,22,9.50,
1905,華紙,3743589,846,38172112,10.20,10.30,10.10,10.25,+,0.05,10.25,52,10.30,108,23.30,
1906,寶隆,107286,52,1399968,13.05,13.10,13.00,13.00,-,0.05,13.00,68,13.10,9,3.75,
1907,永豐餘,682960,325,7903983,11.60,11.65,11.50,11.65,+,0.05,11.55,183,11.65,91,13.39,
1909,榮成,1460565,586,22279159,15.20,15.35,15.10,15.25,+,0.05,15.25,11,15.30,3,21.48,
2002,中鋼,10912806,"4,439",263367954,24.15,24.20,24.05,24.20,+,0.1,24.15,281,24.20,942,15.92,
2002A,中鋼特,23000,11,1103900,47.90,48.00,47.90,48.00,+,0.15,48.00,4,48.20,1,0.00,
2006,東和鋼鐵,919692,434,19894929,21.65,21.75,21.55,21.60,,0.0,21.55,139,21.60,37,22.74,
2007,燁興,35883,33,161418,4.53,4.53,4.50,4.51,+,0.01,4.50,1,4.53,14,0.00,
2008,高興昌,16161,7,199572,12.35,12.35,12.35,12.35,,0.0,12.35,35,12.40,2,0.00,
2009,第一銅,250287,84,2546826,10.20,10.25,10.10,10.25,+,0.05,10.20,27,10.25,23,60.29,
2010,春源,346707,110,3519074,10.20,10.20,10.10,10.15,,0.0,10.15,41,10.20,176,32.74,
2012,春雨,11686,11,254600,21.75,21.80,21.75,21.80,+,0.1,21.75,7,21.80,8,11.91,
2013,中鋼構,283704,176,7036759,24.85,25.00,24.60,24.80,-,0.05,24.75,24,24.85,4,43.51,
2014,中鴻,3585920,"1,008",38363007,10.65,10.80,10.60,10.75,+,0.15,10.75,1,10.80,283,6.48,
2015,豐興,155732,130,8961032,57.30,57.70,57.20,57.70,+,0.5,57.50,10,57.70,25,11.38,
2017,官田鋼,317831,92,2285899,7.17,7.24,7.17,7.18,+,0.01,7.18,14,7.20,5,31.22,
2020,美亞,184000,80,2802150,15.20,15.30,15.20,15.20,-,0.1,15.20,58,15.25,5,7.84,
2022,聚亨,745329,484,4907079,6.58,6.63,6.55,6.59,+,0.01,6.59,19,6.60,13,0.00,
2023,燁輝,547353,250,4987175,9.13,9.17,9.08,9.15,+,0.04,9.14,4,9.15,3,0.00,
2024,志聯,86280,44,887701,10.25,10.35,10.25,10.30,+,0.05,10.25,33,10.30,4,15.85,
2025,千興,125010,18,205188,1.63,1.67,1.63,1.63,-,0.04,1.63,18,1.66,10,0.00,
2027,大成鋼,2189167,"1,302",100290181,45.55,46.00,45.40,46.00,+,0.3,45.90,36,46.00,4,9.50,
2028,威致,58898,19,540386,9.15,9.20,9.10,9.20,,0.0,9.17,2,9.20,3,7.42,
2029,盛餘,76100,32,1477580,19.40,19.45,19.35,19.40,,0.0,19.40,1,19.50,7,102.11,
2030,彰源,182550,101,2317278,12.70,12.75,12.65,12.70,-,0.05,12.70,13,12.75,8,7.99,
2031,新光鋼,1456532,878,45406237,30.90,31.45,30.70,31.10,+,0.3,31.05,33,31.15,4,51.83,
2032,新鋼,55030,31,507566,9.17,9.28,9.17,9.25,+,0.1,9.22,2,9.26,1,61.67,
2033,佳大,10080,9,99059,9.84,9.89,9.81,9.87,+,0.03,9.81,4,9.87,7,98.70,
2034,允強,583692,262,15207218,26.10,26.15,26.00,26.05,-,0.25,26.05,6,26.10,20,10.95,
2038,海光,129181,40,932238,7.22,7.28,7.20,7.23,-,0.03,7.23,2,7.26,1,0.00,
2049,上銀,1519012,"1,212",421382824,281.00,281.50,275.50,276.50,-,4.5,276.50,12,277.00,13,17.32,
2059,川湖,235350,215,76456250,328.00,330.00,323.00,325.00,-,2.5,324.50,1,326.00,9,16.30,
2062,橋椿,89300,61,2882475,32.35,32.55,32.10,32.25,-,0.05,32.15,14,32.25,2,48.13,
2069,運錩,414000,182,9005250,22.00,22.00,21.65,21.70,-,0.2,21.70,44,21.75,4,4.10,
2101,南港,563785,305,21096441,37.55,37.70,37.20,37.70,+,0.2,37.65,3,37.70,11,81.96,
2102,泰豐,1015561,322,12603894,12.50,12.55,12.35,12.35,-,0.15,12.35,75,12.40,47,0.00,
2103,台橡,337359,259,9197408,27.25,27.35,27.20,27.35,+,0.1,27.35,8,27.40,9,18.23,
2104,國際中橡,4547016,"2,457",178304816,39.20,39.45,39.05,39.20,+,0.2,39.15,17,39.20,3,11.40,
2105,正新,2549211,"1,369",102131836,40.10,40.20,40.00,40.20,+,0.1,40.10,26,40.20,84,39.03,
2106,建大,167180,123,4858525,29.10,29.10,29.00,29.10,,0.0,29.05,5,29.10,38,31.63,
2107,厚生,832718,437,16143027,19.65,19.65,19.30,19.40,-,0.15,19.35,10,19.40,7,25.19,
2108,南帝,203213,156,7209222,35.70,35.70,35.40,35.45,-,0.3,35.45,2,35.50,4,10.19,
2109,華豐,29002,16,330722,11.55,11.55,11.35,11.40,,0.0,11.35,8,11.50,8,0.00,
2114,鑫永銓,30000,28,2666700,88.70,89.20,88.70,89.00,+,0.4,89.00,7,89.20,2,14.31,
2115,六暉-KY,18000,9,744200,41.15,41.50,41.15,41.40,+,0.05,41.30,2,41.45,1,14.53,
2201,裕隆,23431585,"7,400",553904584,22.75,24.05,22.50,23.90,+,1.25,23.90,5,23.95,139,37.34,
2204,中華,1457900,749,37582252,25.60,26.00,25.50,25.90,+,0.35,25.85,37,25.90,2,11.83,
2206,三陽工業,799073,360,16902368,21.30,21.30,21.05,21.15,-,0.1,21.15,20,21.20,37,6.22,
2207,和泰車,212196,217,96385484,460.50,460.50,452.00,452.00,-,8.5,452.00,7,454.00,3,25.14,
2208,台船,1290113,742,34732406,26.90,27.30,26.65,26.70,-,0.2,26.70,14,26.75,16,0.00,
