證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
1435,中福,160000,48,879130,5.46,5.50,5.45,5.50,-,0.03,5.47,5,5.51,3,137.50,
1436,華友聯,15809,17,676398,42.50,43.00,42.50,42.50,+,0.1,42.40,2,42.90,1,11.18,
1437,勤益控,153930,82,3518104,22.85,23.00,22.70,22.80,-,0.1,22.80,20,22.85,9,15.72,
1438,裕豐,74000,28,943950,12.80,12.80,12.70,12.80,+,0.1,12.60,5,12.80,4,0.00,
1439,中和,198310,147,5419714,27.60,27.70,27.05,27.40,-,0.5,27.35,4,27.40,2,0.00,
1440,南紡,375233,214,4598425,12.25,12.30,12.20,12.25,,0.0,12.25,85,12.30,93,21.88,
1441,大東,104000,62,1530250,14.80,14.90,14.65,14.70,-,0.15,14.70,13,14.75,1,1.27,
1442,名軒,187469,100,3091987,16.50,16.55,16.40,16.50,,0.0,16.50,25,16.55,20,150.00,
1443,立益,152209,30,1399515,9.20,9.32,9.12,9.16,-,0.04,9.16,5,9.28,15,0.00,
1444,力麗,1970857,614,17790597,9.13,9.13,9.00,9.02,-,0.12,9.02,21,9.04,9,16.70,
1445,大宇,39003,19,291402,7.52,7.52,7.42,7.50,-,0.02,7.44,1,7.50,4,0.00,
1446,宏和,54000,38,1672400,30.95,31.15,30.90,30.90,,0.0,30.90,19,31.00,9,0.00,
1447,力鵬,348133,106,2511048,7.24,7.25,7.18,7.20,-,0.04,7.20,15,7.22,4,19.46,
1449,佳和,14000,8,69630,5.06,5.06,4.93,4.97,-,0.06,4.97,2,5.03,3,20.71,
1451,年興,73094,59,1885521,25.80,25.95,25.60,25.95,+,0.15,25.90,1,25.95,16,10.46,
1452,宏益,87309,51,1661436,19.00,19.05,19.00,19.05,-,0.05,19.00,89,19.05,2,12.96,
1453,大將,172196,25,1551919,9.03,9.04,9.00,9.01,-,0.04,9.01,1,9.03,22,0.00,
1454,台富,14100,9,111574,7.98,7.98,7.90,7.91,X,0.0,7.90,18,7.96,2,35.95,
1455,集盛,301118,235,2642594,8.76,8.81,8.75,8.79,-,0.02,8.78,3,8.79,22,0.00,
1456,怡華,5000,3,43600,8.79,8.79,8.70,8.71,-,0.08,8.71,2,8.90,2,58.07,
1457,宜進,2298160,589,32586410,14.15,14.30,14.10,14.10,+,0.05,14.10,180,14.15,56,8.65,
1459,聯發,51960,20,392686,7.59,7.59,7.55,7.56,+,0.02,7.55,10,7.56,11,0.00,
1460,宏遠,347942,123,3963888,11.40,11.45,11.35,11.40,,0.0,11.40,1,11.45,24,42.22,
1463,強盛,133318,78,1885465,14.20,14.20,14.10,14.10,-,0.15,14.10,44,14.15,6,11.28,
1464,得力,1291589,547,29749602,23.30,23.30,22.80,23.05,-,0.3,23.05,6,23.15,4,23.05,
1465,偉全,45060,15,655664,14.60,14.60,14.40,14.50,-,0.1,14.50,4,14.55,1,3.90,
1466,聚隆,44877,19,386301,8.65,8.67,8.55,8.67,-,0.03,8.58,2,8.69,4,0.00,
1467,南緯,274020,65,2502422,9.16,9.18,9.04,9.08,-,0.04,9.05,5,9.08,12,39.48,
1468,昶和,15000,7,150950,10.05,10.10,10.05,10.10,,0.0,9.94,1,10.10,5,22.44,
1470,大統新創,27000,10,608900,22.80,22.90,22.20,22.20,X,0.0,22.15,1,22.65,7,30.41,
1471,首利,213317,70,896408,4.17,4.24,4.17,4.19,+,0.01,4.19,4,4.20,46,0.00,
1472,三洋紡,22161,19,731896,33.00,33.20,32.90,33.20,-,0.2,33.00,1,33.20,2,0.00,
1473,台南,199818,122,5082339,25.00,25.90,25.00,25.75,+,0.1,25.75,2,25.85,7,16.51,
1474,弘裕,11192,7,111136,9.93,9.93,9.93,9.93,-,0.03,9.93,14,9.95,8,17.73,
1475,本盟,1000,1,5020,5.02,5.02,5.02,5.02,X,0.0,5.03,1,5.52,1,0.00,
1476,儒鴻,509984,516,205456084,405.50,407.00,401.00,401.00,-,10.0,401.00,11,401.50,2,25.06,
1477,聚陽,1529271,"1,292",277434051,182.50,184.00,180.00,180.00,-,2.5,180.00,18,180.50,17,22.53,
1503,士電,307412,198,13376397,44.50,44.50,43.20,43.25,-,1.25,43.25,9,43.35,4,13.95,
1504,東元,10758669,"2,725",260237542,24.65,24.70,23.85,23.85,-,1.05,23.85,292,23.90,4,14.28,
1506,正道,139421,39,2171265,15.40,15.65,15.40,15.65,-,0.2,15.50,1,15.70,3,0.00,
1507,永大,41599,31,2720213,63.90,65.80,63.40,65.80,+,1.8,63.30,2,65.80,2,59.82,
1512,瑞利,87152,22,517072,5.94,6.00,5.85,5.95,,0.0,5.86,12,5.95,1,0.00,
1513,中興電,302918,156,6359786,21.00,21.05,20.95,20.95,-,0.1,20.95,109,21.00,1,14.96,
1514,亞力,1416119,451,25482701,18.05,18.20,17.90,18.10,-,0.1,18.05,1,18.10,19,15.60,
1515,力山,2857309,"1,975",259028097,88.90,92.00,88.00,92.00,+,3.1,91.80,10,92.00,12,13.77,
1516,川飛,13217,13,208017,15.75,15.90,15.60,15.90,-,0.05,15.60,4,15.90,1,40.77,
1517,利奇,53300,27,513409,9.62,9.66,9.62,9.66,+,0.02,9.64,6,9.67,5,15.58,
1519,華城,1284150,509,32605214,25.65,25.75,25.10,25.15,-,0.35,25.15,24,25.20,3,23.95,
1521,大億,27101,21,1654410,61.00,61.10,61.00,61.10,-,0.1,61.00,4,61.40,2,13.82,
1522,堤維西,460263,288,12860324,28.20,28.20,27.75,27.85,-,0.4,27.85,8,27.90,3,14.97,
1524,耿鼎,15930,15,156702,9.82,9.88,9.82,9.88,+,0.03,9.82,29,9.89,3,8.67,
1525,江申,35048,27,2040784,58.00,58.40,58.00,58.20,+,0.2,58.10,1,58.20,2,9.42,
1526,日馳,307650,216,9393079,30.35,30.90,30.10,30.40,-,0.2,30.40,24,30.60,3,14.90,
1527,鑽全,416660,254,23881615,57.40,57.50,57.20,57.20,-,0.3,57.20,66,57.30,58,6.09,
1528,恩德,94092,46,865809,9.16,9.27,9.16,9.18,-,0.05,9.18,2,9.22,1,91.80,
1529,樂士,230800,92,3120168,13.65,13.65,13.10,13.65,,0.0,13.65,31,13.75,6,21.67,
1530,亞崴,49011,38,1412016,28.95,28.95,28.60,28.75,X,0.0,28.75,2,28.80,1,8.33,
1531,高林股,81000,31,1272450,15.70,15.75,15.70,15.70,-,0.1,15.70,10,15.75,1,20.13,
1532,勤美,503609,252,16192297,32.30,32.40,32.05,32.05,-,0.45,32.05,53,32.10,10,7.93,
1533,車王電,125760,108,4756762,37.80,38.00,37.70,37.90,-,0.45,37.90,2,38.00,5,17.07,
1535,中宇,19100,16,620450,32.45,32.70,32.40,32.50,-,0.25,32.50,9,32.60,4,46.43,
1536,和大,610773,503,66928415,109.00,110.50,109.00,109.50,,0.0,109.00,105,109.50,2,24.28,
1537,廣隆,66404,70,11005468,165.50,166.50,165.00,166.00,-,0.5,165.50,2,166.00,13,13.05,
1538,正峰新,32499,21,162682,5.12,5.33,4.71,5.33,+,0.18,4.98,1,5.20,1,0.00,
1539,巨庭,126046,72,3006704,24.00,24.00,23.75,23.80,-,0.25,23.80,1,23.90,6,4.32,
1540,喬福,236629,141,4711080,19.95,19.95,19.85,19.90,-,0.2,19.90,6,19.95,3,9.43,
1541,錩泰,86000,55,2972500,34.20,35.30,33.50,35.30,+,0.8,35.25,2,35.45,1,23.22,
1558,伸興,31536,32,4289432,136.00,136.00,136.00,136.00,,0.0,136.00,5,136.50,11,7.77,
1560,中砂,216500,130,12674249,58.50,58.70,58.30,58.50,-,0.4,58.40,9,58.50,1,13.45,
1568,倉佑,1147061,738,26229814,22.95,23.45,22.15,22.65,-,0.35,22.65,7,22.75,5,47.19,
1582,信錦,226550,180,17667505,78.20,78.20,77.70,78.20,,0.0,78.20,11,78.30,9,9.97,
1583,程泰,1033,2,56695,54.90,54.90,54.90,54.90,,0.0,54.90,2,56.00,6,9.47,
1587,吉茂,21000,16,400800,19.20,19.20,19.00,19.20,-,0.05,19.10,3,19.20,6,24.30,
1589,永冠-KY,981071,761,55216310,55.80,57.30,55.70,56.00,-,0.7,56.00,8,56.30,8,0.00,
1590,亞德客-KY,1438155,"1,120",469903950,325.00,331.00,322.00,327.50,+,4.0,327.50,5,328.00,5,23.39,
1592,英瑞-KY,383272,165,8678750,22.25,23.00,22.20,22.65,+,0.25,22.65,11,22.85,4,0.00,
1598,岱宇,925000,278,39266350,43.10,43.20,42.00,43.15,-,0.3,43.00,2,43.15,15,14.53,
1604,聲寶,2941540,884,54217713,18.45,18.50,18.40,18.40,-,0.1,18.35,131,18.40,56,10.34,
1605,華新,9714759,"3,160",143984337,14.90,14.95,14.75,14.75,-,0.3,14.75,"1,119",14.80,44,5.85,
1608,華榮,321044,623,3161134,9.86,9.89,9.83,9.88,-,0.01,9.86,3,9.88,6,0.00,
1609,大亞,1176006,372,13105361,11.10,11.20,11.10,11.15,-,0.05,11.10,137,11.15,28,19.91,
1611,中電,277013,70,2599360,9.38,9.42,9.36,9.40,+,0.02,9.40,3,9.41,10,33.57,
1612,宏泰,232063,58,2254151,9.75,9.75,9.70,9.71,-,0.06,9.70,30,9.72,3,19.42,
1614,三洋電,41000,34,1138300,27.85,27.90,27.65,27.75,-,0.1,27.75,1,27.80,7,34.69,
1615,大山,49000,25,781050,15.90,16.10,15.90,15.90,,0.0,15.90,15,16.05,3,9.30,
1616,億泰,109000,15,489270,4.49,4.51,4.47,4.49,-,0.01,4.48,27,4.49,1,0.00,
1617,榮星,32000,19,426600,13.35,13.35,13.25,13.35,,0.0,13.30,20,13.35,1,9.34,
1618,合機,45046,17,371882,8.27,8.28,8.20,8.20,-,0.03,8.20,15,8.26,1,0.00,
1626,艾美特-KY,631150,268,19020075,30.00,30.50,29.80,30.50,+,0.35,30.45,30,30.50,39,44.20,
1701,中化,348300,145,6427642,18.50,18.50,18.40,18.50,,0.0,18.45,13,18.50,13,15.95,
1702,南僑,244152,169,12996332,53.20,53.50,52.80,52.90,-,0.3,52.90,1,53.00,1,13.22,
1707,葡萄王,385624,376,74284365,192.00,194.00,191.50,192.50,-,1.0,192.00,37,192.50,4,19.76,
1708,東鹼,188745,99,4916991,26.10,26.25,25.95,26.10,,0.0,26.05,3,26.20,1,17.06,
1709,和益,124892,68,1695882,13.60,13.60,13.55,13.55,-,0.05,13.55,48,13.60,37,19.64,
1710,東聯,1258983,616,29757895,23.65,23.75,23.55,23.75,+,0.05,23.65,8,23.75,49,15.42,
1711,永光,311733,170,5347353,17.20,17.25,17.05,17.25,+,0.05,17.15,49,17.25,50,22.40,
1712,興農,655615,333,12204441,18.75,18.75,18.55,18.60,-,0.15,18.60,23,18.65,6,10.00,
1713,國化,32000,11,576750,18.00,18.05,18.00,18.00,,0.0,18.00,3,18.05,29,27.27,
1714,和桐,585718,191,4116414,7.02,7.06,7.01,7.02,-,0.01,7.02,4,7.03,9,25.07,
1717,長興,233162,167,6100136,26.20,26.25,26.10,26.25,+,0.05,26.15,16,26.25,2,15.91,
1718,中纖,4412929,748,41266289,9.37,9.38,9.32,9.35,-,0.04,9.34,60,9.35,9,15.58,
1720,生達,549142,235,17547179,32.20,32.20,31.85,31.95,X,0.0,31.95,36,32.00,2,14.93,
1721,三晃,25851,20,241507,9.25,9.41,9.25,9.29,,0.0,9.28,3,9.33,8,38.71,
1722,台肥,2505817,"1,331",119127064,47.80,47.80,47.40,47.50,-,0.5,47.50,18,47.55,39,19.31,
1723,中碳,185587,142,23401549,126.50,126.50,125.50,126.00,-,1.0,126.00,13,126.50,11,18.58,
1724,台硝,35000,19,458350,13.10,13.15,13.05,13.15,X,0.0,13.10,1,13.20,7,16.86,
1725,元禎,23273,16,337772,14.50,14.60,14.45,14.60,+,0.05,14.50,1,14.65,12,12.27,
1726,永記,17013,15,1262675,74.10,74.30,74.10,74.30,+,0.1,74.20,1,74.30,3,17.12,
1727,中華化,47000,20,605700,12.85,12.95,12.85,12.90,-,0.05,12.90,14,12.95,6,21.86,
1730,花仙子,546245,451,46544370,85.10,86.00,84.00,85.10,X,0.0,85.10,7,85.30,4,14.14,
1731,美吾華,85250,47,1113387,13.10,13.15,13.00,13.15,+,0.05,13.05,20,13.15,7,19.63,
1732,毛寶,22000,15,227500,10.35,10.40,10.30,10.35,-,0.05,10.30,6,10.40,4,43.12,
1733,五鼎,587330,395,17305985,29.90,29.90,29.35,29.35,-,0.55,29.35,11,29.40,2,29.35,
1734,杏輝,111572,79,2231766,20.00,20.10,19.85,20.10,,0.0,20.10,1,20.15,6,502.50,
1735,日勝化,22270,6,352975,15.85,16.00,15.75,15.75,-,0.25,15.75,9,15.90,1,49.22,
1736,喬山,4386821,"3,123",358009588,79.20,82.40,79.20,82.30,+,2.0,82.20,1,82.30,73,40.74,
1737,臺鹽,310448,147,10507938,33.85,33.95,33.80,33.80,-,0.15,33.80,19,33.85,13,14.70,
1760,寶齡富錦,269899,207,24604396,91.30,91.60,90.80,91.10,-,0.6,91.10,6,91.20,1,36.15,
1762,中化生,631216,431,20708978,32.80,33.30,32.40,32.80,-,0.15,32.70,1,32.80,6,9.37,
1773,勝一,37150,33,3032300,81.60,82.00,81.50,81.70,-,0.1,81.60,16,82.00,1,14.21,
1776,展宇,1100,2,17425,15.85,15.85,15.85,15.85,X,0.0,15.85,6,16.05,10,0.00,
1783,和康生,114000,90,2897650,25.20,25.55,25.20,25.30,+,0.1,25.30,30,25.40,2,31.62,
1786,科妍,282312,189,20121569,71.50,71.80,70.60,71.50,,0.0,71.50,4,71.60,2,51.07,
1789,神隆,398944,268,9616393,24.05,24.35,23.95,24.30,+,0.2,24.25,3,24.30,1,49.59,
1802,台玻,1516765,479,18241316,12.00,12.10,11.95,12.05,-,0.05,12.05,45,12.10,1,0.00,
1805,寶徠,25000,12,242020,9.65,9.84,9.65,9.84,-,0.01,9.60,5,9.84,2,0.00,
1806,冠軍,112708,45,780198,6.94,6.96,6.90,6.90,-,0.04,6.90,21,6.94,3,0.00,
1808,潤隆,224271,171,14130352,63.00,63.30,62.80,63.30,+,0.3,63.10,22,63.30,2,15.22,
1809,中釉,16048063,"5,352",208551882,12.20,13.35,12.20,13.35,+,1.2,13.35,819,--,0,"1,335.00",
1810,和成,57000,25,437880,7.71,7.72,7.66,7.66,-,0.06,7.66,46,7.67,2,0.00,
1817,凱撒衛,79066,61,3098337,39.30,39.30,39.10,39.15,-,0.15,39.10,8,39.15,13,11.90,
1902,台紙,139048,75,2612845,18.75,18.95,18.70,18.85,,0.0,18.85,52,18.90,1,24.80,
1903,士紙,10000,10,319700,32.00,32.00,31.90,32.00,,0.0,32.00,1,32.10,1,0.00,
1904,正隆,2145886,822,40012792,18.75,18.80,18.55,18.65,-,0.15,18.60,126,18.70,46,9.32,
1905,華紙,1796160,418,18216315,10.20,10.25,10.05,10.15,-,0.05,10.10,295,10.15,6,23.07,
1906,寶隆,80000,47,1020900,12.80,12.80,12.75,12.80,-,0.05,12.70,41,12.80,7,3.69,
1907,永豐餘,1055799,425,12155886,11.55,11.60,11.45,11.50,-,0.1,11.50,12,11.55,71,13.22,
1909,榮成,1266156,542,18775411,14.80,14.95,14.75,14.80,-,0.15,14.80,107,14.85,18,20.85,
2002,中鋼,17995893,"7,777",429235982,23.95,23.95,23.80,23.80,-,0.2,23.80,"3,289",23.85,600,15.66,
2002A,中鋼特,2050,3,98810,48.20,48.20,48.20,48.20,,0.0,48.10,1,48.20,12,0.00,
2006,東和鋼鐵,1658800,570,35524307,21.55,21.55,21.30,21.35,-,0.2,21.35,45,21.40,44,22.47,
2007,燁興,24314,17,108962,4.50,4.50,4.46,4.49,-,0.01,4.48,10,4.50,1,0.00,
2008,高興昌,22568,10,278656,12.35,12.35,12.35,12.35,,0.0,12.35,29,12.40,2,0.00,
2009,第一銅,259080,92,2627153,10.30,10.30,10.10,10.10,-,0.2,10.10,96,10.15,1,59.41,
2010,春源,188695,100,1915203,10.20,10.20,10.10,10.15,,0.0,10.15,6,10.20,80,32.74,
2012,春雨,18000,12,391350,21.75,21.75,21.70,21.70,-,0.05,21.65,2,22.00,10,11.86,
2013,中鋼構,502553,309,12085548,24.35,24.35,23.90,23.90,-,0.45,23.90,5,23.95,1,41.93,
2014,中鴻,3248979,744,33999164,10.50,10.55,10.40,10.45,-,0.1,10.45,204,10.50,173,6.30,
2015,豐興,233351,155,13353916,57.10,57.50,57.10,57.20,+,0.1,57.20,1,57.30,30,11.28,
2017,官田鋼,280642,101,1980521,7.09,7.09,7.04,7.05,-,0.04,7.05,1,7.08,10,30.65,
2020,美亞,358143,118,5497536,15.25,15.40,15.25,15.40,+,0.15,15.35,50,15.40,86,7.94,
2022,聚亨,583677,687,3912038,6.68,6.74,6.68,6.71,+,0.02,6.71,4,6.72,14,0.00,
2023,燁輝,816195,376,7371919,9.05,9.09,9.00,9.06,,0.0,9.06,12,9.07,15,0.00,
2024,志聯,107001,32,1079560,10.15,10.15,10.05,10.10,-,0.1,10.05,23,10.10,3,15.54,
2025,千興,62000,12,98800,1.60,1.60,1.56,1.60,,0.0,1.60,3,1.61,10,0.00,
2027,大成鋼,2090771,924,96409546,46.25,46.30,46.00,46.05,-,0.2,46.05,36,46.10,3,9.51,
2028,威致,130868,26,1200426,9.18,9.19,9.16,9.18,-,0.01,9.18,5,9.19,4,7.40,
2029,盛餘,314200,185,6458930,20.80,20.80,20.40,20.40,-,0.2,20.40,10,20.50,11,107.37,
2030,彰源,214408,94,2722988,12.70,12.75,12.65,12.70,,0.0,12.70,9,12.75,16,7.99,
2031,新光鋼,685251,389,20953278,30.55,30.75,30.50,30.60,-,0.15,30.55,20,30.60,5,51.00,
2032,新鋼,39000,20,356250,9.06,9.20,9.06,9.13,-,0.06,9.12,10,9.20,12,60.87,
2033,佳大,31270,21,298660,9.67,9.67,9.41,9.53,X,0.0,9.52,12,9.53,1,95.30,
2034,允強,958412,362,25296675,26.20,26.50,26.10,26.45,+,0.15,26.40,4,26.45,2,11.11,
2038,海光,103000,29,743710,7.25,7.25,7.14,7.21,+,0.02,7.21,3,7.24,2,0.00,
2049,上銀,1806697,"1,337",496851675,274.50,277.50,273.00,273.50,-,6.5,273.50,42,274.50,5,17.14,
2059,川湖,218165,206,71404620,328.50,329.00,326.00,327.00,-,2.0,326.50,5,327.00,3,16.40,
2062,橋椿,175200,131,5480380,31.60,31.75,31.00,31.50,-,0.1,31.45,3,31.50,2,47.01,
2069,運錩,303000,161,6400750,21.40,21.40,21.00,21.10,-,0.3,21.10,3,21.15,33,3.99,
2101,南港,1639466,744,60758264,37.20,37.60,36.70,37.60,+,0.2,37.60,210,37.65,3,81.74,
2102,泰豐,1423085,384,17333476,12.10,12.30,12.00,12.10,,0.0,12.10,85,12.15,2,0.00,
2103,台橡,899336,373,24261722,26.95,27.05,26.90,26.95,-,0.1,26.95,93,27.05,4,17.97,
2104,國際中橡,2790435,"1,557",107156296,38.10,38.65,38.10,38.30,+,0.2,38.30,6,38.35,51,11.13,
2105,正新,4608928,"2,436",182350520,39.75,39.90,39.35,39.55,-,0.85,39.55,35,39.60,85,38.40,
2106,建大,254858,218,7371645,28.90,29.00,28.80,28.90,-,0.1,28.90,1,28.95,2,31.41,
2107,厚生,322535,157,6144215,19.20,19.20,19.00,19.00,-,0.25,19.00,36,19.10,1,24.68,
2108,南帝,291988,191,10145734,34.70,35.05,34.55,34.55,-,0.15,34.50,35,34.55,4,9.93,
2109,華豐,57812,29,647293,11.25,11.30,11.10,11.25,-,0.1,11.25,6,11.30,1,0.00,
2114,鑫永銓,39050,29,3480995,89.00,89.50,89.00,89.30,+,0.1,89.20,2,89.40,1,14.36,
2115,六暉-KY,44500,29,1727375,39.40,39.45,38.50,38.75,X,0.0,38.75,3,39.10,1,13.60,
2201,裕隆,6422441,"1,969",151708878,23.80,23.90,23.40,23.60,-,0.4,23.55,82,23.60,2,36.88,
2204,中華,1348722,752,34219846,25.50,25.55,25.15,25.35,-,0.2,25.35,1,25.40,62,11.58,
2206,三陽工業,1044501,397,21646845,20.75,20.85,20.65,20.70,-,0.25,20.65,167,20.70,23,6.09,
2207,和泰車,619882,589,274320254,441.50,449.00,435.00,449.00,-,1.5,448.00,1,449.00,1,24.97,
