證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
1303,南亞,8981707,"2,919",642169861,71.50,71.70,71.20,71.40,-,0.3,71.40,107,71.50,89,12.77,
1304,台聚,1390515,501,16785780,12.10,12.15,12.05,12.05,-,0.05,12.05,204,12.10,41,23.63,
1305,華夏,5839642,"1,880",141360725,24.25,24.35,24.15,24.15,-,0.1,24.15,116,24.20,30,13.34,
1307,三芳,203515,133,4776896,23.55,23.60,23.35,23.35,-,0.2,23.35,5,23.45,16,30.72,
1308,亞聚,627903,232,8913816,14.15,14.25,14.15,14.25,,0.0,14.20,13,14.25,81,23.36,
1309,台達化,1751134,395,18741930,10.75,10.75,10.65,10.65,-,0.05,10.65,89,10.70,13,16.38,
1310,台苯,1406522,616,34309029,24.50,24.50,24.35,24.35,-,0.1,24.35,142,24.40,2,11.12,
1312,國喬,4512439,"1,527",95044943,21.30,21.30,20.90,20.95,-,0.3,20.95,105,21.00,38,7.54,
1312A,國喬特,6000,3,203100,33.85,33.85,33.85,33.85,,0.0,33.10,2,33.85,1,0.00,
1313,聯成,769036,396,8494490,11.15,11.15,11.00,11.05,-,0.1,11.00,387,11.05,23,78.93,
1314,中石化,3235971,"1,153",33808719,10.45,10.50,10.40,10.45,+,0.05,10.40,"2,700",10.45,318,8.10,
1315,達新,780299,30,24335019,31.30,31.30,30.80,31.20,+,0.1,30.80,3,31.20,10,24.57,
1316,上曜,882128,294,13770665,15.60,15.75,15.55,15.65,+,0.05,15.60,12,15.65,12,0.00,
1319,東陽,1974869,"1,228",88579392,45.65,45.90,44.45,44.55,-,1.1,44.55,6,44.60,30,13.67,
1321,大洋,92000,44,2562600,27.85,27.95,27.80,27.90,+,0.05,27.85,8,27.90,1,0.00,
1323,永裕,318272,122,10746833,33.80,33.95,33.60,33.95,,0.0,33.60,4,33.95,7,10.23,
1324,地球,49000,23,531400,10.85,10.85,10.80,10.85,-,0.05,10.85,1,10.90,5,271.25,
1325,恆大,58350,38,919780,15.80,15.85,15.70,15.85,,0.0,15.70,12,15.85,17,21.42,
1326,台化,5547669,"3,551",533389446,96.40,96.70,96.00,96.20,-,0.2,96.20,10,96.30,44,12.66,
1337,再生-KY,482162,185,2927376,6.09,6.09,6.05,6.08,+,0.01,6.08,3,6.09,8,0.00,
1338,廣華-KY,697040,449,46900160,65.60,68.20,65.60,67.60,+,2.1,67.50,9,67.60,10,12.43,
1339,昭輝,67000,44,2430250,36.20,36.35,36.20,36.25,+,0.05,36.20,7,36.30,10,7.46,
1340,勝悅-KY,168730,116,3231376,19.20,19.25,19.05,19.15,,0.0,19.15,3,19.20,11,112.65,
1341,富林-KY,19004,17,1029616,55.10,55.20,52.50,54.30,-,0.8,53.50,1,54.60,1,17.80,
1402,遠東新,6216207,"2,946",190691637,30.80,31.05,30.50,30.50,-,0.3,30.50,798,30.55,1,14.12,
1409,新纖,2278434,"1,126",29973302,13.20,13.25,13.05,13.15,,0.0,13.15,13,13.20,119,8.27,
1410,南染,309800,38,8002579,25.70,25.95,25.50,25.50,-,0.5,25.50,11,25.85,2,18.35,
1413,宏洲,138009,50,1682159,12.15,12.25,12.15,12.25,+,0.1,12.15,7,12.25,3,7.08,
1414,東和,115880,47,789822,6.85,6.85,6.78,6.82,,0.0,6.81,10,6.82,3,68.20,
1416,廣豐,124052,64,1949211,15.75,15.80,15.65,15.65,-,0.1,15.65,10,15.70,1,15.81,
1417,嘉裕,943715,153,5812870,6.17,6.19,6.14,6.16,,0.0,6.15,22,6.16,15,0.00,
1418,東華,36662,27,259884,7.60,7.60,6.85,7.09,X,0.0,7.05,2,7.48,1,0.00,
1419,新紡,35000,35,1436300,41.40,41.40,40.80,40.80,-,0.6,40.75,3,41.15,1,36.43,
1423,利華,63228,29,647736,10.30,10.30,10.20,10.25,,0.0,10.25,19,10.30,45,14.86,
1432,大魯閣,197363,98,1476654,7.60,7.60,7.41,7.56,-,0.04,7.49,1,7.56,1,0.00,
1434,福懋,1353647,968,48333327,35.80,35.80,35.60,35.60,-,0.2,35.60,70,35.65,2,12.28,
1435,中福,106000,33,574890,5.47,5.47,5.40,5.40,-,0.06,5.40,4,5.45,2,135.00,
1436,華友聯,2000,2,84500,42.25,42.25,42.25,42.25,-,0.35,42.25,1,42.35,1,11.12,
1437,勤益控,514648,151,11665593,22.60,22.75,22.45,22.60,,0.0,22.60,25,22.65,1,15.59,
1438,裕豐,53210,24,622286,11.65,11.75,11.65,11.70,-,0.15,11.70,7,11.80,5,0.00,
1439,中和,118003,76,3668393,31.20,31.35,31.00,31.15,-,0.05,31.10,3,31.15,7,0.00,
1440,南紡,935444,428,11484536,12.35,12.35,12.25,12.25,-,0.05,12.25,67,12.30,2,21.88,
1441,大東,2226633,956,33363619,14.25,15.20,14.10,15.20,+,1.35,15.20,91,--,0,1.31,
1442,名軒,134400,60,2210959,16.45,16.50,16.40,16.40,-,0.05,16.40,27,16.45,20,149.09,
1443,立益,183542,50,1669755,9.00,9.30,8.94,9.15,+,0.14,9.01,2,9.15,2,0.00,
1444,力麗,1727451,475,16221165,9.43,9.45,9.37,9.38,-,0.07,9.38,30,9.39,22,17.37,
1445,大宇,34386,19,257780,7.56,7.56,7.46,7.46,-,0.1,7.45,6,7.47,6,0.00,
1446,宏和,90602,66,2792641,30.95,31.00,30.75,30.85,+,0.05,30.85,2,30.90,2,0.00,
1447,力鵬,302711,125,2193418,7.29,7.29,7.20,7.27,-,0.02,7.25,5,7.27,10,19.65,
1449,佳和,76192,29,379112,5.00,5.03,4.90,5.00,,0.0,5.00,3,5.01,8,20.83,
1451,年興,158104,76,4133457,26.15,26.20,26.05,26.05,-,0.1,26.05,7,26.10,1,10.50,
1452,宏益,262172,125,4984476,19.05,19.05,18.95,19.00,-,0.05,18.95,30,19.00,1,12.93,
1453,大將,55000,16,495410,9.00,9.04,8.99,9.04,+,0.05,9.03,4,9.05,6,0.00,
1454,台富,31125,19,246697,8.00,8.00,7.85,7.91,+,0.03,7.89,4,7.93,1,35.95,
1455,集盛,1449002,477,13023343,9.09,9.09,8.95,8.95,-,0.13,8.95,93,8.96,1,0.00,
1456,怡華,33000,12,289440,8.80,9.00,8.68,8.70,+,0.03,8.70,4,8.78,2,58.00,
1457,宜進,606421,178,8413308,13.95,13.95,13.85,13.90,-,0.05,13.85,7,13.90,32,8.53,
1459,聯發,21150,20,164559,7.81,7.81,7.74,7.74,-,0.07,7.74,6,7.80,1,0.00,
1460,宏遠,561192,134,6442592,11.50,11.55,11.45,11.50,,0.0,11.45,82,11.50,9,42.59,
1463,強盛,229200,88,3261839,14.25,14.30,14.15,14.30,+,0.05,14.30,4,14.35,21,11.44,
1464,得力,741401,348,17910920,24.35,24.40,24.00,24.40,+,0.05,24.35,30,24.40,23,24.40,
1465,偉全,33000,21,482000,14.65,14.65,14.55,14.60,-,0.1,14.60,3,14.95,2,3.92,
1466,聚隆,37300,25,324189,8.69,8.71,8.67,8.67,-,0.01,8.66,3,8.67,1,0.00,
1467,南緯,604150,98,5823651,9.68,9.69,9.54,9.60,-,0.05,9.60,9,9.63,4,41.74,
1468,昶和,24000,14,244450,10.15,10.25,10.10,10.10,-,0.15,10.10,2,10.25,4,22.44,
1470,大統新創,4000,4,85750,22.80,22.80,20.95,20.95,-,0.15,20.35,1,23.10,1,28.70,
1471,首利,77650,35,331266,4.29,4.30,4.26,4.30,+,0.02,4.27,3,4.30,8,0.00,
1472,三洋紡,67000,19,2211700,33.00,33.30,32.80,33.20,+,0.1,32.80,10,33.20,2,0.00,
1473,台南,814310,336,21708716,27.00,27.05,26.30,26.45,-,0.6,26.45,3,26.55,16,16.96,
1474,弘裕,51000,40,507740,9.99,9.99,9.95,9.96,-,0.03,9.95,13,9.96,4,17.79,
1475,本盟,0,0,0,--,--,--,--,,0.0,5.40,1,5.89,1,0.00,
1476,儒鴻,478017,448,196269936,412.00,414.50,406.50,410.00,-,2.0,408.00,1,410.00,1,25.62,
1477,聚陽,3507194,"2,698",670183442,196.00,196.50,188.50,188.50,-,7.5,188.50,82,189.00,16,23.59,
1503,士電,388820,240,18170490,47.15,47.15,46.25,46.30,-,0.85,46.30,8,46.50,5,14.94,
1504,東元,17308383,"5,226",412111956,23.40,24.25,23.35,23.95,+,0.7,23.90,142,23.95,3,14.34,
1506,正道,136107,81,2227253,16.55,16.60,15.90,16.45,-,0.1,16.05,1,16.45,3,0.00,
1507,永大,118866,116,7651597,64.70,65.70,61.00,63.10,-,2.6,63.10,4,63.80,1,57.36,
1512,瑞利,76000,24,461470,6.20,6.20,5.95,6.12,-,0.18,6.10,2,6.15,8,0.00,
1513,中興電,471019,191,9885891,21.00,21.05,20.95,20.95,-,0.05,20.95,92,21.00,3,14.96,
1514,亞力,2107462,775,39250256,18.50,18.75,18.50,18.75,+,0.4,18.70,8,18.75,47,16.16,
1515,力山,1257597,963,111260454,89.50,89.60,88.00,88.10,-,0.8,88.00,104,88.10,3,13.19,
1516,川飛,36502,37,573653,15.65,15.85,15.65,15.65,-,0.2,15.65,6,15.85,7,40.13,
1517,利奇,1096006,290,10629783,9.68,9.75,9.62,9.74,+,0.06,9.71,12,9.74,3,15.71,
1519,華城,612500,380,16982923,27.75,28.00,27.50,27.50,-,0.2,27.50,182,27.60,3,26.19,
1521,大億,20000,20,1223800,61.20,61.30,61.10,61.10,-,0.1,61.10,8,61.30,1,13.82,
1522,堤維西,1616954,775,45745634,28.40,28.40,28.20,28.20,-,0.15,28.20,65,28.25,9,15.16,
1524,耿鼎,104000,40,1032470,9.92,9.94,9.92,9.93,-,0.03,9.93,1,9.97,19,8.71,
1525,江申,67500,67,4010500,59.50,59.80,59.20,59.80,+,0.7,59.60,1,59.80,3,9.68,
1526,日馳,508450,365,15838462,31.05,31.65,30.70,31.25,+,0.55,31.25,14,31.30,2,15.32,
1527,鑽全,532595,389,31336283,58.80,59.10,58.60,59.00,+,0.4,58.90,6,59.00,18,6.28,
1528,恩德,305345,107,2890495,9.54,9.54,9.43,9.48,+,0.03,9.47,2,9.48,2,94.80,
1529,樂士,580565,215,7823278,13.05,14.30,12.95,14.30,+,1.3,14.30,68,--,0,22.70,
1530,亞崴,64450,42,1983197,30.90,30.90,30.70,30.70,-,0.15,30.65,3,30.80,27,8.90,
1531,高林股,54288,36,857043,15.85,15.85,15.70,15.75,-,0.05,15.75,8,15.80,9,20.19,
1532,勤美,452590,266,14986678,33.15,33.40,33.00,33.05,-,0.2,33.00,55,33.05,1,8.18,
1533,車王電,1038001,765,41097438,39.30,40.40,38.75,38.75,+,0.6,38.75,7,38.95,2,17.46,
1535,中宇,82000,43,2665300,32.65,32.80,32.45,32.70,-,0.25,32.40,6,32.70,1,46.71,
1536,和大,731117,555,81076487,111.00,112.00,110.50,110.50,,0.0,110.50,14,111.00,3,24.50,
1537,廣隆,233300,144,38798400,165.50,168.00,165.00,165.50,,0.0,165.50,3,166.00,1,13.01,
1538,正峰新,23472,17,119600,5.12,5.13,5.03,5.09,-,0.03,5.09,7,5.15,3,0.00,
1539,巨庭,59000,45,1419100,24.05,24.15,24.00,24.15,+,0.15,24.10,2,24.15,7,4.38,
1540,喬福,1266301,659,25701569,20.60,20.65,20.15,20.15,X,0.0,20.15,36,20.20,10,9.55,
1541,錩泰,60300,52,2153480,36.10,36.10,35.40,35.60,-,0.5,35.60,2,35.70,1,23.42,
1558,伸興,70261,67,9521626,136.00,136.00,135.00,135.50,-,0.5,135.00,33,136.00,6,7.74,
1560,中砂,146415,120,8634902,59.00,59.20,58.70,59.00,,0.0,59.00,3,59.10,1,12.40,
1568,倉佑,101000,35,2004650,19.85,19.95,19.80,19.85,,0.0,19.85,8,19.90,14,41.35,
1582,信錦,172500,147,13473397,78.20,78.30,77.90,78.20,,0.0,78.10,2,78.20,3,9.97,
1583,程泰,4000,4,226500,56.90,56.90,56.40,56.40,-,0.4,55.60,1,57.10,3,9.72,
1587,吉茂,21200,15,395480,18.55,18.70,18.55,18.65,+,0.05,18.60,4,18.65,3,23.61,
1589,永冠-KY,910000,608,55712000,61.10,61.70,60.90,61.10,+,0.2,61.10,4,61.20,1,0.00,
1590,亞德客-KY,3492722,"2,995",1216206978,343.00,353.50,343.00,347.00,+,8.0,347.00,52,348.50,5,24.79,
1592,英瑞-KY,219749,163,5234326,23.75,24.00,23.70,23.80,-,0.2,23.75,2,23.80,9,0.00,
1598,岱宇,375000,124,17682200,47.20,47.25,47.00,47.00,-,0.3,46.95,3,47.00,1,15.82,
1604,聲寶,1703206,550,31322550,18.50,18.55,18.25,18.30,-,0.25,18.30,12,18.35,1,10.28,
1605,華新,11921925,"3,435",165953691,14.05,14.10,13.80,13.85,-,0.2,13.85,312,13.90,490,5.50,
1608,華榮,377848,168,3764255,9.96,10.00,9.94,9.96,,0.0,9.96,6,9.99,12,0.00,
1609,大亞,2532324,634,27990025,11.10,11.15,11.00,11.00,-,0.05,11.00,654,11.05,8,19.64,
1611,中電,312161,114,2943676,9.42,9.47,9.40,9.46,-,0.01,9.44,10,9.46,11,33.79,
1612,宏泰,102000,43,1000050,9.80,9.81,9.79,9.81,+,0.02,9.81,6,9.82,14,19.62,
1614,三洋電,78000,50,2171450,28.00,28.00,27.80,27.80,,0.0,27.80,23,27.85,2,34.75,
1615,大山,38000,23,611200,16.20,16.20,16.00,16.05,+,0.1,16.05,8,16.10,5,9.39,
1616,億泰,66000,37,295270,4.48,4.50,4.46,4.46,-,0.03,4.45,24,4.46,2,0.00,
1617,榮星,30000,20,394500,13.15,13.20,13.10,13.15,-,0.05,13.15,1,13.20,16,9.20,
1618,合機,35321,22,291002,8.24,8.25,8.22,8.22,-,0.03,8.22,12,8.25,1,0.00,
1626,艾美特-KY,427000,156,11665200,28.00,28.00,26.60,27.75,-,0.05,27.50,23,27.75,5,40.22,
1701,中化,2380959,702,46539791,19.60,19.65,19.45,19.55,-,0.05,19.55,1,19.60,151,16.85,
1702,南僑,351757,232,18910828,54.00,54.00,53.60,53.70,-,0.3,53.70,7,53.90,1,13.42,
1707,葡萄王,526907,400,105759663,202.50,202.50,199.50,201.00,-,0.5,200.50,64,201.00,10,21.03,
1708,東鹼,107041,69,2825775,26.40,26.45,26.35,26.40,+,0.05,26.35,74,26.40,3,17.25,
1709,和益,342657,110,4624033,13.40,13.55,13.40,13.50,+,0.1,13.50,68,13.55,8,19.57,
1710,東聯,1952884,"1,061",45806021,23.70,23.70,23.40,23.45,-,0.05,23.45,114,23.50,209,15.23,
1711,永光,672070,295,11588994,17.35,17.40,17.15,17.25,-,0.15,17.20,12,17.25,12,22.40,
1712,興農,1542509,737,28615835,18.75,18.75,18.50,18.50,-,0.2,18.50,172,18.55,32,9.95,
1713,國化,34602,23,625104,18.10,18.10,18.00,18.05,,0.0,18.05,11,18.15,1,27.35,
1714,和桐,1228102,378,8670785,7.08,7.10,7.04,7.05,-,0.03,7.05,63,7.06,5,25.18,
1717,長興,1006220,410,26522766,26.40,26.45,26.30,26.35,-,0.05,26.30,5,26.35,1,15.97,
1718,中纖,2228996,777,20987142,9.44,9.47,9.38,9.38,-,0.06,9.38,261,9.39,2,15.63,
1720,生達,189297,109,6382042,33.90,33.90,33.55,33.65,-,0.1,33.60,4,33.65,6,15.72,
1721,三晃,61673,39,568344,9.22,9.25,9.20,9.20,-,0.03,9.13,3,9.22,10,38.33,
1722,台肥,5313170,"3,014",258659669,48.05,49.10,48.05,48.70,+,0.75,48.70,21,48.75,72,19.80,
1723,中碳,215905,195,27655791,128.50,129.00,127.50,128.00,-,0.5,127.50,24,128.00,3,18.88,
1724,台硝,17236,11,234247,13.60,13.60,13.55,13.55,-,0.05,13.55,17,13.60,1,17.37,
1725,元禎,32100,27,493030,15.40,15.45,15.30,15.35,,0.0,15.35,2,15.40,5,12.90,
1726,永記,7700,8,573530,74.50,74.90,74.20,74.20,-,0.3,74.20,4,75.00,2,17.10,
1727,中華化,75712,43,983984,13.00,13.05,12.95,13.00,+,0.1,12.95,4,13.05,11,22.03,
1730,花仙子,144398,122,12782622,88.00,88.80,88.00,88.50,+,0.5,88.40,1,88.60,13,14.70,
1731,美吾華,390000,151,5192100,13.30,13.45,13.20,13.20,,0.0,13.20,196,13.30,9,19.70,
1732,毛寶,35000,21,362300,10.35,10.40,10.35,10.40,,0.0,10.35,3,10.40,5,43.33,
1733,五鼎,333849,238,10599468,31.80,31.90,31.60,31.65,-,0.1,31.60,35,31.65,7,31.65,
1734,杏輝,367034,187,7489791,20.45,20.50,20.20,20.45,,0.0,20.40,35,20.45,4,511.25,
1735,日勝化,3400,4,54770,16.25,16.25,16.05,16.05,,0.0,16.05,1,16.25,1,50.16,
1736,喬山,2159225,"1,602",165200110,75.60,77.40,75.60,76.50,+,1.3,76.50,3,76.60,14,37.87,
1737,臺鹽,322557,179,10807099,33.50,33.55,33.45,33.50,-,0.05,33.45,36,33.50,2,14.57,
1760,寶齡富錦,912272,741,88012846,96.80,97.80,95.60,95.90,-,0.3,95.90,2,96.10,1,38.06,
1762,中化生,2022281,"1,215",73285149,36.80,36.90,35.65,35.95,X,0.0,35.95,4,36.00,3,10.27,
1773,勝一,128010,122,10626438,84.00,84.00,82.50,82.50,-,1.5,82.50,9,83.00,2,13.64,
1776,展宇,17190,15,274061,16.05,16.05,15.85,15.85,,0.0,15.85,5,16.10,1,0.00,
1783,和康生,335002,212,9023454,27.10,27.20,26.75,26.80,X,0.0,26.80,15,26.90,3,33.50,
1786,科妍,943135,689,70198121,75.00,75.40,73.80,73.80,-,0.5,73.80,42,74.00,2,52.71,
1789,神隆,559432,393,14383596,25.80,25.95,25.50,25.50,-,0.2,25.50,132,25.55,2,52.04,
1802,台玻,1615403,793,19787312,12.30,12.35,12.15,12.15,-,0.15,12.15,187,12.20,2,0.00,
1805,寶徠,9218,9,90327,9.80,9.88,9.72,9.88,+,0.03,9.75,1,9.88,1,0.00,
1806,冠軍,147710,70,1020746,6.94,6.97,6.90,6.90,,0.0,6.90,1,6.93,5,0.00,
1808,潤隆,478192,354,30367470,63.30,63.90,63.20,63.30,,0.0,63.20,32,63.30,4,15.22,
1809,中釉,1137026,476,13789817,12.30,12.30,12.05,12.05,-,0.15,12.05,57,12.10,2,"1,205.00",
1810,和成,307599,108,2428925,7.89,7.94,7.88,7.89,,0.0,7.89,5,7.90,2,0.00,
1817,凱撒衛,152090,98,5931646,39.10,39.10,38.90,39.00,,0.0,38.95,9,39.05,6,11.85,
1902,台紙,173241,83,3238080,18.60,18.75,18.60,18.70,+,0.05,18.70,5,18.75,2,24.61,
1903,士紙,15101,16,482305,31.80,32.20,31.80,31.80,+,0.1,31.80,2,31.85,1,0.00,
1904,正隆,1006989,569,19188485,19.00,19.15,19.00,19.05,+,0.05,19.00,475,19.05,16,9.52,
1905,華紙,3194195,942,32979952,10.30,10.45,10.25,10.30,,0.0,10.30,555,10.35,19,23.41,
1906,寶隆,125249,66,1639437,13.05,13.15,13.05,13.05,,0.0,13.05,1,13.10,8,3.76,
1907,永豐餘,1531185,680,17801979,11.65,11.70,11.55,11.60,-,0.1,11.55,271,11.60,5,13.33,
1909,榮成,2886667,"1,082",44184334,15.10,15.45,15.10,15.20,+,0.1,15.20,103,15.25,18,21.41,
2002,中鋼,20031451,"6,797",500064151,24.95,25.00,24.90,25.00,+,0.1,24.95,338,25.00,"3,753",16.45,
2002A,中鋼特,40000,25,1945050,48.60,48.70,48.55,48.70,+,0.05,48.55,3,48.70,6,0.00,
2006,東和鋼鐵,1774073,810,38470467,21.85,21.90,21.55,21.55,-,0.35,21.55,133,21.65,6,22.68,
2007,燁興,69555,40,313244,4.51,4.52,4.48,4.48,-,0.03,4.47,3,4.51,1,0.00,
2008,高興昌,4694,6,57901,12.35,12.35,12.35,12.35,,0.0,12.35,47,12.40,3,0.00,
2009,第一銅,273473,98,2759925,10.05,10.20,10.00,10.20,+,0.15,10.10,10,10.20,10,60.00,
2010,春源,138799,66,1420598,10.30,10.30,10.20,10.20,-,0.05,10.20,112,10.25,2,32.90,
2012,春雨,54000,28,1171700,21.75,21.75,21.65,21.65,-,0.05,21.65,4,21.75,6,11.83,
2013,中鋼構,260300,160,6502150,25.15,25.15,24.85,24.85,-,0.2,24.85,44,24.90,6,43.60,
2014,中鴻,5644989,"1,366",60533977,10.90,10.90,10.60,10.65,-,0.2,10.65,348,10.70,562,6.42,
2015,豐興,280206,237,16050444,57.50,57.50,57.20,57.20,-,0.3,57.20,18,57.40,5,11.28,
2017,官田鋼,247874,111,1805366,7.32,7.32,7.25,7.26,-,0.05,7.26,4,7.28,5,31.57,
2020,美亞,234100,91,3565270,15.25,15.30,15.15,15.20,-,0.05,15.20,29,15.25,3,7.84,
2022,聚亨,834073,241,5486415,6.61,6.63,6.56,6.57,-,0.06,6.57,68,6.60,52,0.00,
2023,燁輝,1169747,637,10668598,9.19,9.19,9.08,9.08,-,0.1,9.08,11,9.09,1,0.00,
2024,志聯,78001,25,800360,10.30,10.30,10.20,10.30,,0.0,10.25,2,10.30,4,15.85,
2025,千興,83020,18,135605,1.63,1.65,1.63,1.63,-,0.02,1.63,6,1.65,10,0.00,
2027,大成鋼,6955488,"3,558",321074398,46.90,46.90,45.75,46.00,-,0.8,46.00,11,46.05,118,9.50,
2028,威致,95800,37,878549,9.17,9.19,9.15,9.17,,0.0,9.17,4,9.19,8,7.40,
2029,盛餘,33255,29,641748,19.30,19.35,19.25,19.25,-,0.15,19.25,7,19.45,3,101.32,
2030,彰源,426231,150,5470466,12.95,13.00,12.80,12.80,-,0.1,12.80,30,12.90,14,8.05,
2031,新光鋼,981133,725,30408930,31.20,31.20,30.80,30.90,-,0.25,30.90,98,31.05,4,51.50,
2032,新鋼,176664,76,1663291,9.40,9.55,9.25,9.34,-,0.06,9.29,12,9.34,9,62.27,
2033,佳大,21000,18,206560,9.87,9.89,9.80,9.81,-,0.06,9.81,11,9.87,1,98.10,
2034,允強,1183948,539,31213828,26.70,26.70,26.20,26.25,-,0.6,26.25,28,26.30,20,11.03,
2038,海光,217119,101,1578738,7.31,7.39,7.21,7.30,,0.0,7.29,2,7.30,3,0.00,
2049,上銀,3574963,"2,802",1008734103,280.00,284.50,279.50,281.50,+,3.5,281.50,7,282.00,7,17.64,
2059,川湖,300146,253,97581242,324.50,326.00,324.00,326.00,+,2.0,325.50,1,326.00,9,16.35,
2062,橋椿,133119,84,4302892,32.40,32.60,32.10,32.30,-,0.1,32.20,2,32.30,3,38.45,
2069,運錩,1393026,552,34485988,24.90,24.95,24.65,24.70,-,0.1,24.70,24,24.75,162,4.67,
2101,南港,877707,520,32808337,37.65,37.65,37.15,37.25,-,0.35,37.20,15,37.25,5,80.98,
2102,泰豐,3612332,867,46000928,12.55,12.85,12.50,12.65,+,0.15,12.60,98,12.65,13,0.00,
2103,台橡,968442,632,26459659,27.45,27.45,27.25,27.30,-,0.15,27.30,18,27.40,3,18.20,
2104,國際中橡,1903575,"1,155",72424597,37.95,38.20,37.95,38.05,+,0.1,38.05,27,38.10,19,11.06,
2105,正新,2352460,"1,395",93395200,39.65,39.80,39.65,39.65,,0.0,39.65,58,39.70,17,38.50,
2106,建大,437194,332,12599533,28.85,28.90,28.70,28.85,,0.0,28.85,18,28.90,2,31.36,
2107,厚生,2392009,"1,154",47882668,19.85,20.45,19.60,19.80,+,0.05,19.80,4,19.85,28,25.71,
2108,南帝,440403,287,15656488,35.50,35.80,35.40,35.50,,0.0,35.40,4,35.65,5,10.20,
2109,華豐,98928,63,1136386,11.85,11.85,11.40,11.40,-,0.1,11.35,15,11.40,4,0.00,
2114,鑫永銓,25200,20,2217440,88.00,88.00,87.90,88.00,+,0.1,88.00,6,88.60,1,14.15,
2115,六暉-KY,37154,31,1544533,41.55,41.90,41.20,41.35,+,0.25,41.20,1,41.60,7,14.51,
2201,裕隆,3947140,"1,387",88575121,22.55,22.70,22.35,22.35,-,0.2,22.35,252,22.40,5,34.92,
2204,中華,1731068,934,44761299,26.00,26.00,25.75,25.75,-,0.2,25.75,19,25.85,100,11.76,
2206,三陽工業,1190377,540,24944267,21.00,21.10,20.85,20.95,+,0.05,20.95,17,21.00,39,6.16,
