證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
1438,裕豐,66000,21,835750,12.90,12.90,12.60,12.60,-,0.2,12.55,5,12.65,1,0.00,
1439,中和,140197,110,3853308,27.40,27.75,27.10,27.40,,0.0,27.40,5,27.55,4,0.00,
1440,南紡,619989,237,7561458,12.20,12.25,12.15,12.20,-,0.05,12.15,240,12.25,84,21.79,
1441,大東,205000,102,2970150,14.65,14.65,14.40,14.45,-,0.25,14.40,23,14.50,2,1.24,
1442,名軒,243214,103,4017162,16.45,16.65,16.40,16.65,+,0.15,16.50,17,16.65,9,151.36,
1443,立益,106560,21,977135,9.11,9.25,9.10,9.25,+,0.09,9.11,20,9.25,3,0.00,
1444,力麗,1557273,491,13896997,9.00,9.00,8.90,8.93,-,0.09,8.93,118,8.94,5,16.54,
1445,大宇,16003,6,119262,7.49,7.49,7.43,7.46,-,0.04,7.43,3,7.46,11,0.00,
1446,宏和,112090,75,3438575,30.90,30.90,30.60,30.70,-,0.2,30.70,3,30.80,2,0.00,
1447,力鵬,236800,95,1693507,7.17,7.19,7.14,7.15,-,0.05,7.15,1,7.17,24,19.32,
1449,佳和,30072,13,148824,4.98,4.98,4.93,4.96,-,0.01,4.96,3,4.98,3,20.67,
1451,年興,73134,62,1888570,25.95,25.95,25.75,25.75,-,0.2,25.70,13,25.75,1,10.38,
1452,宏益,290443,164,5473972,19.00,19.00,18.80,18.85,-,0.2,18.85,18,18.90,8,13.00,
1453,大將,586787,44,5281437,9.01,9.04,8.93,9.00,-,0.01,9.00,5,9.02,7,0.00,
1454,台富,42999,12,339421,7.99,7.99,7.84,7.94,+,0.03,7.86,5,7.94,8,36.09,
1455,集盛,474121,179,4148367,8.79,8.80,8.70,8.76,-,0.03,8.76,4,8.78,6,0.00,
1456,怡華,16000,5,137660,8.60,8.62,8.60,8.62,-,0.09,8.62,13,8.75,5,57.47,
1457,宜進,1280001,360,17838562,14.10,14.10,13.85,13.90,-,0.2,13.85,163,13.90,35,8.53,
1459,聯發,99000,26,745430,7.56,7.56,7.50,7.52,-,0.04,7.50,1,7.52,4,0.00,
1460,宏遠,698704,203,7912288,11.35,11.40,11.30,11.35,-,0.05,11.30,106,11.35,84,42.04,
1463,強盛,178000,95,2493650,14.05,14.05,13.95,13.95,-,0.15,13.95,3,14.00,26,11.16,
1464,得力,1488678,794,35374577,23.30,24.50,23.05,24.00,+,0.95,23.95,3,24.00,21,24.00,
1465,偉全,64086,27,921722,14.50,14.50,14.30,14.50,,0.0,14.50,1,14.65,1,3.90,
1466,聚隆,6040,3,51941,8.60,8.60,8.60,8.60,-,0.07,8.55,5,8.60,1,0.00,
1467,南緯,557100,163,5005779,9.10,9.10,8.91,8.91,-,0.17,8.91,11,8.94,4,38.74,
1468,昶和,17000,8,170800,10.05,10.10,9.95,10.10,,0.0,9.95,1,10.10,7,22.44,
1470,大統新創,1000,1,22600,22.60,22.60,22.60,22.60,+,0.4,22.25,2,22.60,3,30.96,
1471,首利,172101,60,710235,4.14,4.19,4.10,4.11,-,0.08,4.11,4,4.14,3,0.00,
1472,三洋紡,30000,23,989800,33.00,33.40,32.20,33.40,+,0.2,32.30,5,33.40,3,0.00,
1473,台南,201287,105,5134640,25.40,25.75,25.35,25.75,,0.0,25.40,3,25.75,8,16.51,
1474,弘裕,83000,49,821010,9.92,9.92,9.88,9.90,-,0.03,9.88,2,9.90,2,17.68,
1475,本盟,6640,13,35788,5.48,5.48,5.38,5.38,+,0.36,5.07,3,5.50,1,0.00,
1476,儒鴻,507425,461,201027650,395.00,401.00,395.00,395.00,-,6.0,395.00,71,396.50,3,24.69,
1477,聚陽,3184422,"2,387",585997458,178.00,187.50,175.00,185.00,+,5.0,185.00,100,185.50,1,23.15,
1503,士電,76560,62,3291185,43.20,43.20,42.70,43.10,-,0.15,43.10,1,43.20,1,13.90,
1504,東元,3975148,"1,712",93062554,23.75,23.75,23.25,23.35,-,0.5,23.35,93,23.40,13,13.98,
1506,正道,103000,15,1597750,15.45,15.65,15.45,15.65,,0.0,15.45,1,15.65,29,0.00,
1507,永大,32105,36,2086944,65.60,65.60,64.10,65.20,-,0.6,64.60,3,65.20,4,59.27,
1512,瑞利,45000,17,261970,5.91,5.99,5.76,5.76,-,0.19,5.75,28,5.91,2,0.00,
1513,中興電,1793821,409,37421842,20.95,21.00,20.80,20.80,-,0.15,20.80,44,20.90,79,14.86,
1514,亞力,1949499,571,34581180,18.05,18.05,17.55,17.75,-,0.35,17.70,38,17.75,9,15.30,
1515,力山,1712119,"1,277",154378477,90.50,91.90,89.10,89.20,-,2.8,89.20,11,89.40,6,13.35,
1516,川飛,9000,5,142150,15.85,15.85,15.60,15.85,-,0.05,15.60,3,15.80,3,40.64,
1517,利奇,198210,52,1906886,9.62,9.66,9.60,9.64,-,0.02,9.61,2,9.64,1,15.55,
1519,華城,2106729,936,51023946,24.95,24.95,23.90,24.15,-,1.0,24.15,16,24.20,6,23.00,
1521,大億,27050,23,1649775,60.70,61.20,60.70,61.00,-,0.1,60.90,9,61.10,2,13.80,
1522,堤維西,1123190,650,30551081,27.35,27.50,26.90,27.35,-,0.5,27.35,19,27.40,13,14.70,
1524,耿鼎,314858,80,3066861,9.79,9.80,9.65,9.76,-,0.12,9.72,24,9.76,4,8.56,
1525,江申,50102,40,2874554,57.70,57.70,57.20,57.30,-,0.9,57.20,4,57.40,1,9.27,
1526,日馳,544750,289,16305249,30.15,30.35,29.80,29.90,-,0.5,29.90,13,29.95,12,14.66,
1527,鑽全,633052,445,35917867,56.80,57.00,56.60,56.90,-,0.3,56.80,2,56.90,45,6.05,
1528,恩德,162121,60,1486414,9.22,9.22,9.11,9.19,+,0.01,9.13,4,9.19,13,91.90,
1529,樂士,10682479,"1,406",140757851,13.50,13.60,12.40,12.90,-,0.75,12.90,19,12.95,10,20.48,
1530,亞崴,65750,56,1875799,28.75,28.75,28.20,28.75,,0.0,28.40,1,28.70,3,8.33,
1531,高林股,64130,15,1005104,15.65,15.75,15.65,15.70,,0.0,15.65,10,15.70,3,20.13,
1532,勤美,492925,163,15750404,31.90,32.20,31.80,31.90,-,0.15,31.90,2,31.95,2,7.90,
1533,車王電,169053,130,6314795,37.60,37.70,37.20,37.60,-,0.3,37.60,18,37.70,2,16.94,
1535,中宇,33050,27,1071165,32.40,32.50,32.30,32.45,-,0.05,32.30,20,32.50,2,46.36,
1536,和大,1799130,"1,004",195517861,108.50,111.00,107.00,111.00,+,1.5,110.50,14,111.00,25,24.61,
1537,廣隆,195115,159,32120645,165.00,165.00,164.00,164.50,-,1.5,164.50,4,165.00,5,12.93,
1538,正峰新,11025,8,55805,5.32,5.32,5.02,5.03,-,0.3,5.02,4,5.16,1,0.00,
1539,巨庭,82000,50,1930350,23.80,23.80,23.50,23.60,-,0.2,23.55,5,23.60,3,4.28,
1540,喬福,1042500,420,20305123,19.75,19.75,19.35,19.40,-,0.5,19.35,35,19.40,2,9.19,
1541,錩泰,104400,83,3700880,35.00,35.80,35.00,35.50,+,0.2,35.40,7,35.60,1,23.36,
1558,伸興,74040,46,10007480,136.00,136.00,134.00,135.50,-,0.5,135.00,10,135.50,3,7.74,
1560,中砂,202086,156,11722638,58.20,58.30,57.80,58.00,-,0.5,58.00,27,58.20,1,13.33,
1568,倉佑,559079,376,12290976,22.30,22.45,21.75,21.85,-,0.8,21.85,5,22.00,1,45.52,
1582,信錦,273936,241,21267001,78.10,78.10,77.40,77.70,-,0.5,77.70,2,77.80,9,9.91,
1583,程泰,66,1,3590,--,--,--,--,,0.0,54.00,2,55.00,1,9.47,
1587,吉茂,36561,24,689962,19.00,19.00,18.80,18.80,-,0.4,18.80,3,19.00,6,23.80,
1589,永冠-KY,2555210,"1,805",135141507,55.50,55.60,51.30,51.40,-,4.6,51.40,30,51.50,1,0.00,
1590,亞德客-KY,2410544,"1,935",754655684,311.00,318.00,309.50,309.50,-,18.0,309.50,4,310.00,3,22.11,
1592,英瑞-KY,299154,216,6608145,22.50,22.65,21.75,22.15,-,0.5,22.15,2,22.20,7,0.00,
1598,岱宇,211400,83,9034480,43.00,43.00,42.60,42.70,-,0.45,42.65,4,42.75,2,14.38,
1604,聲寶,3796793,773,64219266,17.05,17.10,16.65,16.75,X,0.0,16.70,54,16.80,1,9.41,
1605,華新,11560273,"2,998",167235470,14.60,14.60,14.35,14.45,-,0.3,14.45,10,14.50,331,7.65,
1608,華榮,595821,222,5788665,9.85,9.85,9.65,9.68,-,0.2,9.68,12,9.69,16,0.00,
1609,大亞,3203157,722,35416677,11.15,11.15,11.00,11.00,-,0.15,11.00,272,11.05,49,19.64,
1611,中電,167002,57,1568288,9.43,9.43,9.35,9.40,,0.0,9.39,37,9.40,31,33.57,
1612,宏泰,153335,55,1479562,9.70,9.70,9.61,9.61,-,0.1,9.60,15,9.69,15,19.22,
1614,三洋電,105100,71,2905770,27.75,27.80,27.45,27.60,-,0.15,27.60,3,27.70,3,34.50,
1615,大山,23000,18,363700,15.90,15.90,15.75,15.80,-,0.1,15.80,3,15.90,8,9.24,
1616,億泰,76000,24,339060,4.47,4.48,4.44,4.48,-,0.01,4.45,11,4.48,1,0.00,
1617,榮星,34000,18,451800,13.35,13.35,13.25,13.35,,0.0,13.30,1,13.35,8,9.34,
1618,合機,48893,21,400309,8.21,8.24,8.12,8.21,+,0.01,8.12,25,8.21,1,0.00,
1626,艾美特-KY,955080,443,29069898,30.20,30.80,30.15,30.60,+,0.1,30.60,14,30.70,20,44.35,
1701,中化,533935,186,9803751,18.40,18.40,18.30,18.40,-,0.1,18.35,22,18.40,6,15.86,
1702,南僑,157190,122,8236990,52.80,52.90,52.10,52.60,-,0.3,52.50,7,52.80,10,13.15,
1707,葡萄王,507388,476,97174884,193.00,193.00,191.00,191.00,-,1.5,191.00,108,191.50,9,19.61,
1708,東鹼,338350,122,8774471,25.95,26.20,25.85,26.15,+,0.05,25.95,26,26.15,6,17.09,
1709,和益,284059,115,3817227,13.55,13.55,13.35,13.45,-,0.1,13.40,147,13.45,13,19.49,
1710,東聯,1770260,776,41653144,23.55,23.75,23.40,23.65,-,0.1,23.65,9,23.70,9,15.36,
1711,永光,1106673,342,18904314,17.25,17.25,16.90,16.90,-,0.35,16.90,97,16.95,2,21.95,
1712,興農,662642,335,12360142,18.60,18.75,18.55,18.75,+,0.15,18.70,6,18.75,5,10.08,
1713,國化,68000,16,1226400,18.00,18.05,18.00,18.00,,0.0,18.00,2,18.05,5,27.27,
1714,和桐,2693073,616,18576740,7.00,7.00,6.83,6.85,-,0.17,6.85,67,6.89,12,24.46,
1717,長興,342506,189,8878678,26.05,26.10,25.80,26.10,-,0.15,26.00,3,26.10,17,15.82,
1718,中纖,6475223,"1,017",60083798,9.32,9.33,9.25,9.26,-,0.09,9.26,90,9.27,31,15.43,
1720,生達,177801,107,5623710,31.95,31.95,31.55,31.60,-,0.35,31.60,40,31.65,1,14.77,
1721,三晃,107677,49,994911,9.23,9.27,9.22,9.27,-,0.02,9.20,5,9.28,5,38.62,
1722,台肥,3002200,"1,460",141522678,47.30,47.60,46.90,47.50,,0.0,47.50,12,47.55,28,19.31,
1723,中碳,378507,194,47539634,126.00,126.00,125.00,125.00,-,1.0,125.00,89,125.50,13,18.44,
1724,台硝,9000,6,117750,13.05,13.30,13.05,13.30,+,0.15,13.10,3,13.30,5,17.05,
1725,元禎,22112,19,319423,14.50,14.50,14.40,14.50,-,0.1,14.45,1,14.50,2,12.18,
1726,永記,12000,9,884200,73.90,73.90,73.50,73.50,-,0.8,72.70,1,73.70,2,16.94,
1727,中華化,63547,32,814978,12.95,12.95,12.75,12.85,-,0.05,12.85,5,12.90,7,21.78,
1730,花仙子,215102,216,18149951,85.00,85.00,84.00,84.40,-,0.7,84.30,7,84.40,1,14.02,
1731,美吾華,157076,71,2042891,13.10,13.10,12.90,13.05,-,0.1,13.00,8,13.05,54,19.48,
1732,毛寶,74000,37,745500,10.35,10.35,10.00,10.10,-,0.25,10.10,4,10.25,1,42.08,
1733,五鼎,520778,355,15176189,29.35,29.35,29.00,29.00,-,0.35,29.00,62,29.15,1,29.00,
1734,杏輝,113302,70,2253840,20.00,20.00,19.85,19.85,-,0.25,19.85,2,19.90,35,496.25,
1735,日勝化,4000,3,63400,15.80,15.90,15.80,15.90,+,0.15,15.90,9,16.15,5,49.69,
1736,喬山,3056140,"2,167",246533213,81.50,82.80,79.40,79.50,-,2.8,79.50,17,79.60,36,39.36,
1737,臺鹽,485285,194,16349084,33.80,33.80,33.55,33.65,-,0.15,33.60,72,33.65,4,14.63,
1760,寶齡富錦,899000,680,80148500,90.70,90.70,88.60,88.80,-,2.3,88.80,1,89.00,72,35.24,
1762,中化生,661501,467,21086704,32.45,32.65,31.55,31.55,-,1.25,31.55,15,31.75,2,9.01,
1773,勝一,59150,55,4808032,81.50,81.60,81.10,81.10,-,0.6,81.10,7,81.80,1,14.10,
1776,展宇,11,1,174,--,--,--,--,,0.0,15.60,3,15.80,1,0.00,
1783,和康生,149000,101,3744300,25.30,25.30,25.00,25.15,-,0.15,25.10,11,25.15,3,31.44,
1786,科妍,635252,466,45679244,70.80,72.70,70.50,72.60,+,1.1,72.40,1,72.60,21,51.86,
1789,神隆,211481,152,5092363,24.20,24.30,24.00,24.10,-,0.2,24.10,11,24.15,7,49.18,
1802,台玻,1143868,338,13691554,12.00,12.05,11.90,12.00,-,0.05,12.00,2,12.05,16,0.00,
1805,寶徠,16054,7,154825,9.65,9.65,9.62,9.62,-,0.22,9.62,2,9.79,1,0.00,
1806,冠軍,130352,53,899147,6.90,6.94,6.87,6.94,+,0.04,6.94,1,6.95,9,0.00,
1808,潤隆,281500,198,17742000,63.30,63.30,62.90,63.20,-,0.1,63.10,3,63.30,4,15.19,
1809,中釉,25227853,"8,779",353748171,13.85,14.30,13.60,13.85,+,0.5,13.85,186,13.90,118,"1,385.00",
1810,和成,161600,41,1237586,7.66,7.68,7.65,7.68,+,0.02,7.65,19,7.68,5,0.00,
1817,凱撒衛,89000,60,3468650,39.15,39.20,38.75,39.00,-,0.15,38.95,2,39.00,1,11.85,
1902,台紙,627433,290,12036677,18.95,19.40,18.95,19.10,+,0.25,19.10,26,19.20,8,25.13,
1903,士紙,11709,12,370724,31.95,31.95,31.35,31.70,-,0.3,31.65,3,31.85,2,0.00,
1904,正隆,1312114,657,24194510,18.65,18.65,18.35,18.45,-,0.2,18.45,3,18.50,44,9.22,
1905,華紙,4016955,"1,131",41343034,10.15,10.40,10.10,10.25,+,0.1,10.25,121,10.30,7,23.30,
1906,寶隆,105000,52,1333800,12.75,12.75,12.65,12.75,-,0.05,12.70,12,12.75,41,3.67,
1907,永豐餘,1454161,554,16613157,11.50,11.50,11.35,11.50,,0.0,11.50,3,11.55,75,13.22,
1909,榮成,2448211,937,35669789,14.70,14.70,14.50,14.55,-,0.25,14.55,32,14.60,31,20.49,
2002,中鋼,21205688,"8,769",500028077,23.65,23.70,23.50,23.65,-,0.15,23.60,203,23.65,311,15.56,
2002A,中鋼特,5000,5,240550,48.05,48.20,48.05,48.10,-,0.1,48.10,30,48.20,32,0.00,
2006,東和鋼鐵,1493835,546,31570248,21.35,21.35,20.95,21.10,-,0.25,21.05,90,21.10,12,22.21,
2007,燁興,100818,39,446688,4.48,4.48,4.39,4.47,-,0.02,4.40,9,4.47,1,0.00,
2008,高興昌,6445,6,79650,12.35,12.40,12.35,12.35,,0.0,12.35,47,12.40,2,0.00,
2009,第一銅,234100,103,2345800,10.05,10.05,10.00,10.00,-,0.1,10.00,53,10.05,28,58.82,
2010,春源,494976,177,4991210,10.15,10.15,10.05,10.10,-,0.05,10.05,183,10.10,174,32.58,
2012,春雨,5005,6,107257,21.25,21.55,21.25,21.55,-,0.15,21.55,2,21.95,1,11.78,
2013,中鋼構,336120,227,7893482,23.50,23.65,23.40,23.50,-,0.4,23.50,10,23.60,24,41.23,
2014,中鴻,3923671,919,40764123,10.40,10.45,10.30,10.45,,0.0,10.45,111,10.50,154,6.30,
2015,豐興,306101,180,17499027,57.20,57.20,57.10,57.20,,0.0,57.20,3,57.30,13,11.28,
2017,官田鋼,139308,59,982964,7.05,7.11,7.03,7.04,-,0.01,7.03,9,7.07,1,30.61,
2020,美亞,444001,141,6795465,15.40,15.40,15.25,15.30,-,0.1,15.30,19,15.35,5,7.89,
2022,聚亨,333502,94,2223520,6.70,6.70,6.65,6.66,-,0.05,6.66,15,6.67,1,0.00,
2023,燁輝,889130,315,8007260,9.05,9.05,8.99,9.00,-,0.06,9.00,42,9.02,21,0.00,
2024,志聯,115000,36,1158500,10.10,10.15,10.05,10.15,+,0.05,10.10,6,10.15,10,15.62,
2025,千興,105000,13,163800,1.56,1.56,1.56,1.56,-,0.04,1.55,20,1.56,57,0.00,
2027,大成鋼,2527406,"1,192",115804476,46.00,46.00,45.50,45.90,-,0.15,45.85,29,45.95,38,9.48,
2028,威致,211910,35,1944229,9.10,9.20,9.10,9.17,-,0.01,9.17,17,9.20,6,7.40,
2029,盛餘,165569,96,3326572,20.30,20.30,20.00,20.30,-,0.1,20.10,6,20.30,6,106.84,
2030,彰源,318458,156,4004646,12.70,12.70,12.45,12.50,-,0.2,12.50,1,12.60,22,7.86,
2031,新光鋼,1150451,588,34537224,30.35,30.35,29.90,29.90,-,0.7,29.90,96,30.00,1,49.83,
2032,新鋼,50500,25,457789,9.05,9.13,9.03,9.10,-,0.03,9.05,1,9.10,4,60.67,
2033,佳大,43100,35,406330,9.57,9.57,9.41,9.42,-,0.11,9.42,3,9.47,3,94.20,
2034,允強,471222,209,12366847,26.50,26.50,26.05,26.25,-,0.2,26.15,19,26.25,16,11.03,
2038,海光,256000,55,1846660,7.15,7.24,7.15,7.23,+,0.02,7.19,1,7.23,21,0.00,
2049,上銀,2313342,"1,936",610352288,268.00,268.00,261.50,261.50,-,12.0,261.50,39,262.00,6,16.38,
2059,川湖,166037,168,53683877,326.00,326.00,321.00,321.00,-,6.0,321.00,7,321.50,1,16.10,
2062,橋椿,128000,72,4004700,31.20,31.60,31.05,31.35,-,0.15,31.25,1,31.35,9,46.79,
2069,運錩,442918,215,9112080,21.00,21.00,20.40,20.55,-,0.55,20.55,7,20.60,9,3.88,
2101,南港,1694477,567,62946735,37.20,37.75,36.40,37.70,+,0.1,37.70,103,37.75,10,81.96,
2102,泰豐,1128745,348,13502790,12.00,12.10,11.85,12.00,-,0.1,12.00,7,12.05,42,0.00,
2103,台橡,1521972,787,40564543,26.90,26.90,26.50,26.65,-,0.3,26.65,3,26.70,24,17.77,
2104,國際中橡,4933507,"2,309",186723431,38.30,38.30,37.45,37.75,-,0.55,37.75,12,37.80,20,10.97,
2105,正新,4168428,"2,558",162674706,39.00,39.25,38.70,39.00,-,0.55,39.00,148,39.05,6,37.86,
2106,建大,470375,301,13502268,28.85,29.00,28.45,28.85,-,0.05,28.85,4,28.90,1,31.36,
2107,厚生,943980,390,17468229,18.80,18.85,18.35,18.55,-,0.45,18.50,15,18.55,24,24.09,
2108,南帝,958482,621,32480587,34.55,34.60,33.50,33.70,-,0.85,33.70,27,33.95,2,9.68,
2109,華豐,15999,11,177838,11.05,11.20,11.05,11.10,-,0.15,11.10,17,11.15,1,0.00,
2114,鑫永銓,57000,48,5078200,89.30,89.40,88.80,89.00,-,0.3,88.70,2,89.00,6,14.31,
2115,六暉-KY,18153,14,704382,38.75,39.00,38.70,39.00,+,0.25,38.95,1,39.40,2,13.68,
2201,裕隆,8368074,"2,291",193021851,23.35,23.40,22.85,23.05,-,0.55,23.00,119,23.05,79,36.02,
2204,中華,1180016,751,29675201,25.20,25.25,25.10,25.15,-,0.2,25.15,101,25.20,14,11.48,
2206,三陽工業,1027100,358,21182119,20.80,20.80,20.50,20.70,,0.0,20.60,9,20.70,50,6.09,
